Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3048,Omar,Jones,student2048@university.com,Female,23,CS,81.46,73.8,80.89,84.38,53.11,6.3,89.37,56.44,A,5.8,No,No,,Low,1,6.4
S3049,Ahmed,Smith,student2049@university.com,Male,21,Engineering,89.11,87.85,51.71,88.02,96.14,6.4,64.06,86.83,B,12.1,No,Yes,Bachelor's,Medium,9,5.8
S3050,Sara,Williams,student2050@university.com,Female,22,Business,84.25,47.93,78.39,92.74,54.14,9.61,67.82,72.3,B,28.8,No,Yes,,Medium,5,8.1
S3051,Omar,Davis,student2051@university.com,Male,22,CS,,44.36,45.67,87.19,66.86,6.55,75.48,70.34,A,5.5,Yes,Yes,High School,Medium,10,7.7
S3052,Emma,Johnson,student2052@university.com,Male,20,Engineering,57.45,51.27,77.21,95.82,88.13,3.39,79.13,82.96,C,22.9,No,Yes,,Low,6,5.8
S3053,Maria,Davis,student2053@university.com,Male,20,Engineering,67.31,84.77,70.8,87.42,88.85,3.3,64.6,86.38,B,27.3,Yes,No,,High,8,6.1
S3054,Omar,Johnson,student2054@university.com,Male,18,Engineering,,75.5,46.83,96.8,86.29,4.77,99.62,96.6,F,24.1,No,Yes,High School,High,10,8.5
S3055,John,Johnson,student2055@university.com,Male,20,Business,85.97,72.44,78.95,59.66,51.96,2.59,86.85,62.84,A,13.1,Yes,Yes,,High,6,7.7
S3056,Sara,Jones,student2056@university.com,Male,20,Business,,54.97,66.79,74.99,56.65,3.76,63.71,84.9,B,18,No,Yes,None,Medium,10,7.4
S3057,John,Jones,student2057@university.com,Female,18,CS,63.21,59.93,53.03,99.7,96.81,8.42,82.02,67.11,C,26.7,No,No,PhD,Low,3,7.6
S3058,Sara,Jones,student2058@university.com,Female,23,Engineering,54.38,97.95,61.2,84.08,54.07,8.6,71.77,85.88,C,29.4,No,Yes,,Medium,8,4.5
S3059,Omar,Brown,student2059@university.com,Female,24,CS,73.78,54.44,69.53,93.93,53.93,6.28,93.02,57.11,C,7.4,Yes,Yes,High School,Medium,2,6.8
S3060,Ali,Johnson,student2060@university.com,Female,18,Engineering,92.83,94.1,45.49,51.52,91.78,5.83,66.45,72.88,A,8.1,No,Yes,,High,7,5.5
S3061,Emma,Williams,student2061@university.com,Male,24,Mathematics,77.6,74.83,97.46,93.59,82.06,4.27,59.39,59.18,C,28.9,Yes,Yes,PhD,Low,6,4.4
S3062,Omar,Davis,student2062@university.com,Male,20,Business,52.34,47.4,79.93,84.89,67.58,6.36,52.31,66.82,C,26.8,No,No,None,High,2,7.7
S3063,Liam,Jones,student2063@university.com,Female,22,Engineering,98.71,68.04,46.15,58.54,58.29,8.06,99.22,85.78,A,10.3,No,Yes,,Medium,4,5.5
S3064,John,Jones,student2064@university.com,Female,20,CS,91.43,96.91,89.37,51.28,94.21,7.38,67.96,61.67,A,29.3,No,Yes,,Low,3,5.6
S3065,Maria,Davis,student2065@university.com,Female,21,CS,56.58,65.11,59.35,63,99.43,0.35,61.03,84.24,C,10.2,No,Yes,PhD,Low,1,7.2
S3066,Maria,Davis,student2066@university.com,Female,24,Engineering,96.09,91.8,75.81,95.79,52.5,7.31,74.59,74.8,B,7.2,Yes,Yes,Master's,High,3,7.3
S3067,Ahmed,Johnson,student2067@university.com,Female,24,CS,72.53,55.39,56.63,83.41,77.71,7.2,64.58,54.6,A,22,No,Yes,None,Low,7,6.4
S3068,Sara,Jones,student2068@university.com,Female,21,Engineering,68.59,74.26,84,95.97,63.07,0.99,61.65,69.33,B,18.5,Yes,Yes,Master's,Medium,6,6.8
S3069,John,Davis,student2069@university.com,Female,21,CS,73.05,90.63,83.38,72.31,91.62,1.5,80.82,93.46,F,11,Yes,Yes,,Medium,3,8.2
S3070,Ahmed,Brown,student2070@university.com,Female,23,CS,91.73,95.24,73.12,96.83,67.3,7.88,53.74,99.46,B,28.2,No,Yes,Master's,Low,2,4.5
S3071,John,Brown,student2071@university.com,Male,19,CS,,69.15,54.46,73.15,85.73,5.59,75.45,68.45,D,15.1,No,Yes,PhD,Medium,6,4.3
S3072,Liam,Jones,student2072@university.com,Male,21,Mathematics,52.96,78.38,55.22,60.21,76.98,8.22,69.37,52.74,D,15.1,No,Yes,Bachelor's,Low,7,7.3
S3073,Sara,Davis,student2073@university.com,Male,24,Business,97.88,40.18,62.97,57.57,77.08,1.85,76.63,56.51,B,20.8,No,Yes,High School,Medium,2,7
S3074,Omar,Johnson,student2074@university.com,Male,22,CS,,55.19,48.7,99.69,92.9,0.31,66.02,89.41,B,10.8,No,Yes,Bachelor's,Medium,7,4.9
S3075,Omar,Johnson,student2075@university.com,Female,24,CS,87.28,56.72,60.26,66.69,73.52,1.62,78.52,82.79,A,19.7,No,Yes,Bachelor's,Low,3,6.6
S3076,Maria,Johnson,student2076@university.com,Male,24,Engineering,81.81,45.61,81.06,58,92.28,4.53,54.09,64.25,D,14.1,Yes,Yes,PhD,Medium,6,7.7
S3077,Omar,Smith,student2077@university.com,Female,23,CS,59.38,56.78,89.85,50.42,68.17,5.23,68.81,69.56,D,22.4,Yes,Yes,Bachelor's,High,5,7.7
S3078,Omar,Jones,student2078@university.com,Male,19,Engineering,58.54,59.27,59.95,64.28,58.74,8.58,61.87,90.56,C,11.2,Yes,Yes,Bachelor's,Low,1,7
S3079,Liam,Johnson,student2079@university.com,Female,19,Business,93.52,98.13,54.02,94.46,72.77,7.16,71.9,70.66,B,9.6,Yes,Yes,PhD,Medium,9,4.7
S3080,Ali,Brown,student2080@university.com,Female,21,Engineering,70.98,80.12,89.96,,74.92,9.9,69.92,87.79,D,11.2,No,Yes,High School,Low,4,5.5
S3081,Maria,Davis,student2081@university.com,Male,20,Engineering,82.73,65.56,93.44,81.62,73.92,0.79,81.56,64.76,B,28.4,No,Yes,High School,High,5,6
S3082,Ahmed,Williams,student2082@university.com,Male,24,Engineering,75.2,99.28,64.6,,90.42,1.3,81.44,86.24,F,26.2,No,Yes,,High,3,7.9
S3083,Emma,Williams,student2083@university.com,Female,18,Mathematics,86.37,49.19,41.61,75.64,78.23,0.84,70.67,73.32,B,25.7,Yes,Yes,,Medium,7,6.7
S3084,Ali,Johnson,student2084@university.com,Female,20,Mathematics,,68.56,81.7,,94.42,5.38,59.08,77.27,A,24.5,No,Yes,PhD,Low,10,7.7
S3085,Ahmed,Williams,student2085@university.com,Female,20,Engineering,64.37,78.82,87.04,66.19,75.71,2.67,79.1,79.94,A,20.9,No,Yes,Master's,High,4,8.6
S3086,Sara,Williams,student2086@university.com,Male,19,CS,68.17,43.33,41.08,,61.24,6.84,98.33,72.53,A,7.5,No,Yes,None,Medium,4,7.1
S3087,Ali,Smith,student2087@university.com,Male,19,Engineering,92.95,83.02,75.7,53.94,56.47,1.33,59.27,73.31,B,13.1,No,Yes,PhD,Medium,9,5.2
S3088,Liam,Brown,student2088@university.com,Female,23,CS,73.4,45.99,75.3,86.24,93.42,1.03,53.45,63.29,B,19,No,Yes,,Low,3,4.7
S3089,Ahmed,Brown,student2089@university.com,Male,23,Engineering,60.67,48.42,62.72,83.03,52.81,4.6,63.23,99.29,C,7.6,No,Yes,Bachelor's,Medium,5,4
S3090,Sara,Smith,student2090@university.com,Female,19,Engineering,96.73,49.58,84.99,59.58,55.88,3.76,70.65,95.29,B,5.8,Yes,Yes,High School,Medium,3,4.9
S3091,Maria,Smith,student2091@university.com,Male,22,CS,89.83,95.73,65.69,69.44,53.18,8.29,65.31,76.37,B,7.3,No,Yes,Bachelor's,Low,2,5.3
S3092,Emma,Williams,student2092@university.com,Male,22,CS,52.78,80.99,80.61,65.64,71.19,8.38,91.74,51.73,F,7.7,No,Yes,None,Low,6,5.3
S3093,Sara,Jones,student2093@university.com,Male,18,Engineering,99.95,79.33,71.03,54.72,76.63,1.17,74.65,58.42,B,7.7,No,No,Master's,Medium,8,7.3
S3094,Omar,Davis,student2094@university.com,Male,19,Business,84.75,73.33,54.91,79.24,50.99,8.12,62.31,92.7,B,9.8,No,Yes,Master's,Medium,5,4.8
S3095,John,Davis,student2095@university.com,Male,21,Engineering,58.01,57.57,76.39,99.68,75.78,5.64,97.51,96.54,C,17.5,No,Yes,PhD,Low,2,6.2
S3096,Sara,Williams,student2096@university.com,Female,23,Engineering,61.86,77.25,84.21,,69.69,5.04,56.25,58.06,D,12.1,No,Yes,None,Low,5,4
S3097,Sara,Davis,student2097@university.com,Female,19,CS,84.62,64.61,98.43,77.26,88.68,0.95,56.15,86.73,D,26.5,Yes,Yes,PhD,Low,10,5.3
S3098,Emma,Smith,student2098@university.com,Male,22,Engineering,88.99,48.72,62.81,52.02,91.5,7.4,62.26,81.15,B,26.9,Yes,Yes,None,High,6,4.2
S3099,John,Brown,student2099@university.com,Female,19,Engineering,61.95,81.38,43.87,56.96,84.25,0.6,53.84,65.17,F,28,No,Yes,None,Low,1,7.5
S3100,Omar,Davis,student2100@university.com,Female,22,Engineering,62.85,47.77,99.28,75.66,73.67,2.78,87.58,71.8,A,16.8,No,Yes,Master's,High,3,5.8
S3101,Ahmed,Williams,student2101@university.com,Male,19,CS,65.36,51.44,77.43,99.26,60.81,0.95,65.64,83.86,C,24.4,No,Yes,None,Medium,7,6.4
S3102,Ahmed,Jones,student2102@university.com,Female,24,Engineering,,89.06,96.79,93.83,92.36,5.31,86.49,55.06,A,19.8,No,Yes,None,Medium,9,7.8
S3103,Sara,Williams,student2103@university.com,Male,21,CS,58.59,79.61,46.23,67.01,67.08,6.45,88.14,59.45,D,8.6,No,Yes,,High,8,8.3
S3104,Liam,Johnson,student2104@university.com,Female,18,CS,55.21,77.86,60.52,77.15,67.81,8.91,61.88,51.67,D,20.9,No,Yes,None,Low,4,6.6
S3105,Liam,Williams,student2105@university.com,Female,24,Mathematics,83.94,65.09,48.04,,95.8,7.34,75.92,95.11,F,25.9,Yes,Yes,,Medium,6,7.2
S3106,John,Smith,student2106@university.com,Female,21,CS,88.95,63.78,90.13,84.27,98.78,9.61,75.98,78.69,A,13.7,No,Yes,Master's,Medium,10,7.7
S3107,John,Brown,student2107@university.com,Female,22,CS,,81.42,92.82,84.39,94.91,7.61,93.57,76.17,F,23.7,Yes,Yes,Master's,High,9,5.4
S3108,Omar,Brown,student2108@university.com,Female,23,Engineering,68.19,84.4,70.08,89.49,99.91,2.98,51.28,85.31,D,24.4,No,Yes,Bachelor's,Low,7,7.5
S3109,Emma,Davis,student2109@university.com,Female,23,Business,71.6,70.61,51.2,51.25,93.45,5.48,65.84,99.42,C,21.1,No,Yes,PhD,Medium,10,7.3
S3110,Maria,Smith,student2110@university.com,Female,20,Engineering,69.42,98.16,47.63,97.18,85.22,4.58,94.12,58.61,B,27.1,No,No,None,High,2,6.2
S3111,Ahmed,Johnson,student2111@university.com,Male,21,Business,98,97.34,75.29,53.5,64.69,5.66,61.84,56.66,B,8.6,No,Yes,Bachelor's,Low,6,5.7
S3112,Emma,Smith,student2112@university.com,Male,19,Business,88.4,64.75,70.38,73.81,97.65,5.72,56.84,64.74,A,26.1,No,Yes,,High,8,8.9
S3113,Ali,Williams,student2113@university.com,Male,18,CS,60.4,89.24,81.69,95.98,93.83,7.02,78.81,95.2,C,20.3,No,Yes,Master's,High,1,8.9
S3114,Ahmed,Smith,student2114@university.com,Male,19,CS,69.21,72.6,58.31,74.38,62.04,0.83,65.29,70.57,B,26.4,Yes,Yes,Master's,Low,1,7.5
S3115,Emma,Smith,student2115@university.com,Female,19,CS,77.2,70.71,64.14,53.18,74.46,7.47,73.36,89.67,F,18.3,No,Yes,None,Low,1,5.9
S3116,Ahmed,Johnson,student2116@university.com,Female,21,Business,80.65,43.3,41.28,61.46,53.5,1.44,91,60.15,B,13.2,No,Yes,Bachelor's,Low,4,7.8
S3117,Maria,Williams,student2117@university.com,Female,18,CS,73.41,74.44,76.61,78.93,97.67,0.26,76.03,74.68,D,27.4,Yes,Yes,Bachelor's,Low,2,7.4
S3118,Ali,Jones,student2118@university.com,Male,20,CS,90.51,94.03,65.39,54.39,78.64,5.19,75.79,56.37,A,26.9,No,Yes,High School,Medium,7,6.7
S3119,Liam,Jones,student2119@university.com,Male,24,Engineering,88.38,86.81,95.19,71.18,62.26,5.81,63.91,70.64,B,11.7,No,No,PhD,High,4,4.7
S3120,Liam,Brown,student2120@university.com,Male,19,Engineering,,87.18,78.51,66.45,64.62,0.35,89.64,63.11,A,23.6,No,Yes,Master's,Medium,7,8.7
S3121,Maria,Davis,student2121@university.com,Female,18,Engineering,92.72,49.6,63.92,90.76,99.03,5.15,86.99,77.47,A,7.3,No,Yes,High School,Medium,10,5.2
S3122,Omar,Smith,student2122@university.com,Male,20,Engineering,87.55,61.51,55.82,55.51,80.78,5.35,61.71,89.02,A,7.1,Yes,Yes,None,Low,2,6
S3123,Ali,Brown,student2123@university.com,Female,24,CS,,53.99,94.32,84.14,71.03,0.52,66,96.92,F,17.8,No,Yes,High School,Medium,3,5.7
S3124,Sara,Johnson,student2124@university.com,Male,19,Engineering,97.82,58.95,40.98,70.33,74.99,7.12,89.43,64.19,A,5.9,No,Yes,Master's,Medium,1,4.8
S3125,Emma,Jones,student2125@university.com,Female,18,Engineering,63.32,74.77,59.61,79.39,54.93,2.1,67.89,87.16,A,15.8,Yes,Yes,,Medium,9,4.1
S3126,Ali,Smith,student2126@university.com,Male,24,Mathematics,,61.89,96.61,60.28,53.75,7.94,70.18,94.28,D,24.8,No,Yes,,Medium,6,8.6
S3127,Omar,Johnson,student2127@university.com,Female,21,CS,,73.64,79.24,80.49,79.64,3.11,68.22,56.24,F,27.2,No,Yes,High School,High,10,7.7
S3128,Omar,Davis,student2128@university.com,Male,23,Business,88.61,66.31,71.96,83.7,75.6,4.78,58.08,79.3,B,11.4,Yes,Yes,Master's,Medium,10,4.1
S3129,Maria,Johnson,student2129@university.com,Male,23,Engineering,96.33,57.2,52.21,53.51,67.96,8.92,67.04,80.59,A,6.9,No,Yes,,Low,7,7.4
S3130,Ahmed,Smith,student2130@university.com,Female,19,CS,53.16,45.72,90,91.22,78.31,8.06,90.15,63.62,C,20.8,Yes,Yes,High School,Low,4,4.6
S3131,Ali,Davis,student2131@university.com,Female,19,Business,,93.51,52.25,93.06,53.63,7.82,74.55,51.13,F,11.6,Yes,Yes,Bachelor's,Low,4,7.6
S3132,Emma,Johnson,student2132@university.com,Male,24,CS,57.23,40.68,54.9,53.18,97.2,1.6,72.91,62.84,D,5.6,No,Yes,,Low,10,6.5
S3133,Ali,Davis,student2133@university.com,Female,18,Mathematics,75.19,40.1,51.51,80.16,64.69,0.48,57.82,79.24,B,8.3,No,Yes,PhD,Low,10,8.9
S3134,John,Smith,student2134@university.com,Male,23,Business,,89.61,49.49,79.7,53.59,6.06,58.88,59.82,B,28.5,Yes,Yes,PhD,Medium,8,6.2
S3135,Ahmed,Smith,student2135@university.com,Female,19,CS,56.4,99.81,97.2,50.62,58.48,4.11,52.15,64.37,D,26.9,Yes,No,High School,Low,1,7.7
S3136,Emma,Davis,student2136@university.com,Male,20,CS,50.61,83.63,76.12,67.12,54.77,9.09,50.7,85.4,F,25.7,No,No,PhD,Medium,7,4.2
S3137,Liam,Williams,student2137@university.com,Female,19,CS,81.51,40.92,78.27,98.45,58.93,3.5,74.4,69.92,B,13.5,Yes,No,,Low,4,8.7
S3138,Emma,Brown,student2138@university.com,Male,23,CS,67.95,53.6,97.26,77.77,70.84,4.11,70.46,53.27,C,22.9,Yes,Yes,Bachelor's,Medium,4,6.8
S3139,Sara,Johnson,student2139@university.com,Male,22,CS,55.26,98.31,53.83,96.66,86.9,5.26,63.77,69.96,F,28.9,No,Yes,PhD,High,8,5.6
S3140,Maria,Johnson,student2140@university.com,Male,23,CS,66.14,88.52,40.36,83.78,63.62,7.96,99.5,99.99,B,19.2,No,Yes,PhD,Medium,6,4.6
S3141,Sara,Williams,student2141@university.com,Female,20,Engineering,58.45,74.01,75.93,51.42,71.8,2.68,69.9,63.05,F,13.3,No,Yes,,Medium,5,7.2
S3142,Emma,Williams,student2142@university.com,Male,18,CS,97.08,54.21,70.47,53.89,96.44,9.42,89.44,63.26,A,25,No,Yes,None,Medium,9,7.7
S3143,Ahmed,Williams,student2143@university.com,Female,20,Business,,40.86,68.66,86.11,64.79,5.4,60.53,58.49,C,15.8,Yes,Yes,High School,Low,2,4.4
S3144,Ali,Jones,student2144@university.com,Female,22,Business,66.7,41.25,43.71,77.73,89.74,8.41,62.35,63.58,F,19.4,No,Yes,,Low,7,4.8
S3145,Liam,Jones,student2145@university.com,Female,22,Engineering,91.99,76.72,67.27,56.36,57.89,5.26,78.42,78.74,B,18.5,No,Yes,,High,2,5.9
S3146,Ali,Davis,student2146@university.com,Male,19,Business,,41.31,57.25,80.7,58.92,7.72,50.2,98.23,A,10.4,No,No,Bachelor's,Medium,5,8.3
S3147,Ahmed,Jones,student2147@university.com,Female,19,CS,85.51,99.62,56.47,,72.81,0.51,50.87,80.38,B,5,Yes,Yes,High School,Low,3,8.9
S3148,Emma,Smith,student2148@university.com,Female,23,CS,,51,53.34,87.65,61.71,7.99,57.11,70.49,B,30,No,Yes,High School,Low,9,7.7
S3149,Omar,Davis,student2149@university.com,Female,21,Engineering,,82.64,59.95,62.31,95.15,5.24,61.16,69.48,F,15.4,No,No,Master's,Medium,6,4
S3150,Ali,Johnson,student2150@university.com,Male,20,Engineering,60.35,49.3,61.19,62.91,52.54,4.49,76.39,51.21,C,12.1,Yes,No,None,High,6,8.5
S3151,Omar,Brown,student2151@university.com,Female,23,Engineering,99.45,72.41,58.53,98.39,79.86,1.12,84.31,50.13,B,24.1,No,Yes,Master's,Medium,3,4.1
S3152,Ali,Smith,student2152@university.com,Female,21,Business,91.55,44.84,98.73,94.37,80.21,7.42,65.59,89.86,B,19.8,Yes,Yes,,Low,9,8.5
S3153,Ali,Johnson,student2153@university.com,Female,23,Mathematics,79.45,86.01,95.96,65.92,53.3,1.31,61.95,74.51,F,27,No,Yes,,Medium,7,6.1
S3154,Liam,Johnson,student2154@university.com,Female,22,Engineering,83.12,75.1,74.47,91.2,86.63,1.92,91.14,51.66,B,24.5,No,Yes,,Low,5,7.7
S3155,Maria,Davis,student2155@university.com,Male,19,Business,82.44,45.17,98.86,58.09,73.44,1.26,58.14,64.3,D,12,No,Yes,PhD,Low,10,4.4
S3156,Maria,Williams,student2156@university.com,Male,19,CS,52.92,90.92,99.47,,86.15,0.07,83.92,67.83,F,19.8,No,Yes,Master's,Low,7,4.8
S3157,John,Williams,student2157@university.com,Female,23,CS,60.9,72.82,61.36,59.06,91.35,6.62,96.57,89.16,D,17.6,Yes,Yes,,Medium,10,6.3
S3158,Sara,Smith,student2158@university.com,Female,19,Business,98.07,95.3,66.71,54.39,66.14,2.71,61.61,71.72,A,28.9,Yes,Yes,PhD,Medium,2,4.2
S3159,Ahmed,Williams,student2159@university.com,Female,18,Engineering,76.72,95,97.54,92.73,74.22,1.49,54.35,89.47,A,11,No,Yes,High School,Medium,6,5.9
S3160,Ahmed,Johnson,student2160@university.com,Female,23,Engineering,,95.23,76.52,78.94,63.04,3.2,98.99,81.69,C,12.1,Yes,Yes,None,Medium,5,7.8
