Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S4043,Ahmed,Brown,student3043@university.com,Male,22,CS,87.59,75.57,57.9,61.74,69.65,5.52,72.69,81.36,A,9.8,No,Yes,,Medium,4,6.9
S4044,Emma,Brown,student3044@university.com,Male,24,Business,82.77,49.63,69.59,93.88,58.57,2.12,86.46,78.53,B,26.3,No,No,Master's,High,3,4
S4045,John,Jones,student3045@university.com,Male,18,CS,88.39,51.4,87.27,58.66,53.63,4.82,81.7,83.1,A,19.9,No,Yes,Master's,Medium,9,7.7
S4046,Sara,Smith,student3046@university.com,Male,23,Engineering,74.73,82.97,69.7,51.01,77.91,4,81.41,82.68,B,5.1,No,Yes,,Medium,3,8
S4047,Emma,Brown,student3047@university.com,Male,23,Engineering,99.57,43.02,65.75,72.38,54.88,9.75,60.12,78.27,A,27.6,No,Yes,PhD,Medium,5,4.6
S4048,Ahmed,Smith,student3048@university.com,Male,21,CS,52.19,68.82,40.69,99.31,85.9,8.25,65.63,92.12,F,29.6,No,Yes,High School,Medium,5,6
S4049,Maria,Jones,student3049@university.com,Female,23,CS,61.72,48.89,74.08,,96.07,7.62,67.22,72.05,B,21.5,No,Yes,Bachelor's,High,7,4.7
S4050,Liam,Smith,student3050@university.com,Female,24,CS,69.83,65.99,47.48,67.7,58.11,1.81,90.41,90.24,C,23.2,No,Yes,Master's,Low,1,8.7
S4051,Ahmed,Johnson,student3051@university.com,Male,21,CS,72.49,85,85.88,50.84,73.55,3.31,88.76,89.33,F,8.3,Yes,Yes,PhD,Low,3,8.1
S4052,Maria,Brown,student3052@university.com,Female,24,CS,96.07,67.53,55.46,74.25,86.94,3.8,62.63,59.98,A,24.2,Yes,No,High School,Medium,3,4.1
S4053,Emma,Smith,student3053@university.com,Female,18,Engineering,,49.81,80.45,60.32,64.34,4.93,52.76,72.69,B,7.5,Yes,Yes,,Low,10,8.9
S4054,John,Williams,student3054@university.com,Female,20,Business,52.26,55.12,78.77,,96.04,0.3,88.39,91.75,F,27.2,No,Yes,,High,10,4.7
S4055,Ahmed,Smith,student3055@university.com,Female,20,Engineering,70.39,62.05,77,79.15,94.42,5.93,70.49,91.54,B,17.6,Yes,Yes,None,High,8,4.4
S4056,Omar,Brown,student3056@university.com,Male,19,Business,70.82,44.17,56.02,63.26,55.19,3.58,60.99,51.2,C,8.5,Yes,Yes,PhD,Low,3,4.2
S4057,Maria,Jones,student3057@university.com,Female,18,Engineering,98.27,75.06,56.03,53.44,51.37,5.62,55.85,61.15,A,7.2,Yes,Yes,,Low,7,8
S4058,John,Jones,student3058@university.com,Female,23,Engineering,79.96,76.45,91.78,87.75,98.82,0.09,50.64,71.19,D,16,Yes,Yes,Master's,Medium,9,8.6
S4059,Liam,Brown,student3059@university.com,Male,18,Engineering,81.78,43.73,40.77,79.27,97.82,3.21,71.39,52.36,D,5.1,No,Yes,,Low,8,4.5
S4060,Liam,Johnson,student3060@university.com,Male,22,Engineering,,64.14,50.89,92.11,71.11,7.69,66.99,63.03,B,29,No,Yes,High School,High,6,8.9
S4061,Sara,Johnson,student3061@university.com,Male,20,Engineering,88.5,64.84,76.61,62.99,52.53,5.01,84.82,62.91,A,9.3,No,Yes,Master's,Low,5,5.6
S4062,Maria,Jones,student3062@university.com,Male,23,CS,81.75,60.03,89.02,82.64,80.94,7.89,98.83,60.73,A,15.5,Yes,Yes,PhD,High,7,7.4
S4063,Emma,Jones,student3063@university.com,Female,24,Business,61.86,73.46,61.5,,64.67,6.99,60.34,69.83,A,20.2,No,Yes,Bachelor's,Medium,9,8.9
S4064,Sara,Brown,student3064@university.com,Male,24,Business,93.7,60.76,79.21,64.59,96.84,8.55,62.15,90.65,A,21.9,Yes,Yes,PhD,Medium,6,4
S4065,Sara,Johnson,student3065@university.com,Female,20,CS,86.61,64.98,73.43,82.83,89.73,0.07,66.87,62.21,A,19.1,No,No,PhD,Low,2,6.7
S4066,Ali,Jones,student3066@university.com,Female,18,Business,87.09,87.85,43.87,91.28,82.48,2.61,73.3,79.1,A,9.5,No,Yes,PhD,High,8,7.3
S4067,Ahmed,Johnson,student3067@university.com,Male,23,CS,99.83,49.73,77.31,66.05,64.23,5.49,84.88,77.88,A,16.8,No,Yes,Bachelor's,Low,4,5.9
S4068,Maria,Jones,student3068@university.com,Male,19,CS,90.13,77.15,88.83,,85.06,9.41,67.6,90.9,A,13.1,Yes,Yes,Master's,Low,6,4.5
S4069,Sara,Smith,student3069@university.com,Male,24,CS,91.46,70.34,99.55,83.89,64.46,6.8,55.21,69.7,B,7.2,Yes,Yes,PhD,Low,2,7.1
S4070,Ali,Williams,student3070@university.com,Male,18,Business,97.57,58.3,41.78,67.43,51.88,4.57,86.52,61.18,B,14.7,No,Yes,High School,Medium,6,4.2
S4071,Emma,Davis,student3071@university.com,Male,19,Business,57.56,83.65,79.6,93.82,75.42,1.3,89.73,94.58,C,20.2,Yes,Yes,Master's,Low,2,8.6
S4072,John,Smith,student3072@university.com,Male,23,Business,,73.07,64.87,75.46,74.43,4.93,62.38,91.65,C,7.6,No,Yes,PhD,Medium,1,6.3
S4073,Omar,Davis,student3073@university.com,Female,20,CS,79.03,68.64,40.59,82.41,88.15,4.41,56.84,81.08,A,9.1,No,Yes,Bachelor's,High,5,8.6
S4074,Omar,Jones,student3074@university.com,Female,22,Engineering,66.46,80.06,76.86,74.78,93.28,7.78,76.39,54.66,D,7.2,Yes,Yes,PhD,Medium,4,8.2
S4075,Maria,Williams,student3075@university.com,Female,21,Business,91.97,88.14,47.35,72.64,67.72,4.13,60.42,50.81,A,5,No,Yes,PhD,Low,4,4
S4076,Sara,Williams,student3076@university.com,Female,20,CS,88.12,98.36,62.71,92.4,72.47,3.19,68.71,59.13,A,28.4,No,Yes,None,Low,1,6.3
S4077,Omar,Jones,student3077@university.com,Male,19,Engineering,86.04,77.76,55.68,64.74,73.52,0.9,88.87,59.83,A,26,No,Yes,,Low,9,8.4
S4078,Ahmed,Jones,student3078@university.com,Male,18,CS,99.86,92.47,61.67,,66.21,0.47,60.98,56.81,B,10.8,Yes,Yes,Master's,High,8,5.9
S4079,Omar,Johnson,student3079@university.com,Female,24,CS,62.97,40.07,69.56,,87.17,4.39,90.31,63.11,D,19.4,No,Yes,None,Low,1,5.6
S4080,Omar,Jones,student3080@university.com,Female,23,Engineering,86.77,71.81,61.55,91.25,76.11,3.47,83.7,66.89,A,25,No,Yes,Bachelor's,Low,5,7.4
S4081,Omar,Brown,student3081@university.com,Female,20,Engineering,77.57,52.88,73.16,,95.7,5.55,60.99,87.72,C,14.2,No,Yes,None,High,9,7.5
S4082,Liam,Jones,student3082@university.com,Male,24,CS,,45.65,54.32,59.27,82.52,7.12,76.32,85.48,C,23.5,Yes,Yes,Bachelor's,Medium,1,7.2
S4083,Ali,Brown,student3083@university.com,Male,24,CS,58.03,71.92,78.12,83.78,60.59,0.4,80.7,55.22,D,26.7,No,No,PhD,Medium,10,5.8
S4084,Sara,Jones,student3084@university.com,Male,22,CS,94.79,84.81,91.23,53.94,58.24,4.96,60.01,98.86,B,17.5,No,Yes,Master's,High,10,4.3
S4085,Ahmed,Johnson,student3085@university.com,Female,23,CS,79.77,64.74,53.44,71.19,68.62,8.62,57.25,87.61,F,27.2,Yes,Yes,None,Medium,3,8.6
S4086,Sara,Brown,student3086@university.com,Female,19,CS,91.25,80.21,70.47,54.29,67.35,4.55,76.56,58.17,A,10.2,Yes,Yes,None,Low,4,5.6
S4087,Liam,Smith,student3087@university.com,Male,23,CS,77.27,69.38,78.92,79.9,70.36,5.21,84.69,56.22,D,27.5,Yes,Yes,Master's,Medium,2,8
S4088,Maria,Brown,student3088@university.com,Male,23,Engineering,61,66.23,73.88,,59.18,4.87,73.25,54.38,A,25.1,Yes,Yes,Bachelor's,Low,9,5.8
S4089,Maria,Johnson,student3089@university.com,Female,18,Engineering,,57.42,61.94,81.46,98.91,3.9,53.5,86.59,B,26,Yes,Yes,Bachelor's,Medium,1,6.5
S4090,Maria,Davis,student3090@university.com,Female,21,Business,69.08,62.96,78.53,83.66,57.29,1.1,96.26,61.81,B,5.1,No,Yes,,High,4,5.9
S4091,Emma,Brown,student3091@university.com,Male,24,Business,98.65,60.99,41.69,74.36,82.63,1.26,84.75,53.65,B,21.6,Yes,Yes,Bachelor's,High,10,4.4
S4092,Omar,Jones,student3092@university.com,Female,19,CS,50.28,78.77,62.19,58.75,50.65,1.79,81.06,71.09,F,15,No,Yes,Bachelor's,Medium,3,5.6
S4093,Emma,Jones,student3093@university.com,Male,18,CS,99.28,46.96,71.96,55.07,70.35,7.93,82.18,85.43,A,20.1,No,Yes,None,Medium,10,8.8
S4094,Ali,Davis,student3094@university.com,Male,24,Business,99.02,45.56,41.24,65.66,65.46,2.75,69.93,65.23,A,7.1,No,Yes,None,Low,9,4.6
S4095,Maria,Johnson,student3095@university.com,Female,21,CS,99.81,79.6,70.46,73.26,69.1,9.48,99.22,74.13,A,10.9,No,Yes,,Medium,3,6.8
S4096,Liam,Williams,student3096@university.com,Female,18,CS,73.83,72.78,79.26,82.11,74.9,8.1,56.63,59.63,D,13.8,No,Yes,High School,Low,7,8.8
S4097,Ahmed,Jones,student3097@university.com,Female,21,CS,98.19,65.81,85.55,50.06,80.02,6.85,86.96,71.46,A,23,No,Yes,None,Medium,2,4.1
S4098,Sara,Smith,student3098@university.com,Male,21,Engineering,69.78,49.15,46.8,85.55,79.18,7.2,71.04,67.95,D,18.8,Yes,Yes,High School,Medium,8,4.3
S4099,Omar,Johnson,student3099@university.com,Female,21,Engineering,51.31,64.66,99.43,85.64,81.54,0.48,94.05,71.7,D,5.4,No,Yes,,Medium,2,8.5
S4100,John,Brown,student3100@university.com,Female,18,Mathematics,61.22,87.38,76.37,72.23,92.23,5.68,85.86,73.29,C,13.4,No,Yes,Bachelor's,Low,10,7.7
S4101,Ahmed,Brown,student3101@university.com,Male,23,Business,97.26,93.38,61.79,67.17,94.34,9.41,78.11,54.61,A,28.5,No,Yes,High School,Low,9,6.7
S4102,Omar,Smith,student3102@university.com,Male,21,Engineering,50.69,82.15,54.95,92.12,86.86,0.39,96.88,54.67,F,9.5,Yes,Yes,PhD,Low,9,6.7
S4103,Emma,Jones,student3103@university.com,Female,23,CS,77.3,43.59,74.37,89.23,53.95,2.91,95.62,63.03,F,10.9,No,Yes,Bachelor's,Low,9,8.9
S4104,Emma,Johnson,student3104@university.com,Male,24,CS,53.78,80.22,92.9,99.16,98.06,0.52,52.62,55.79,D,12.7,Yes,Yes,,Low,6,4.1
S4105,Ahmed,Smith,student3105@university.com,Male,24,CS,64.32,54.46,71.23,68.6,97.37,5.7,59.63,62.64,D,11.7,Yes,Yes,,High,7,5.4
S4106,Emma,Jones,student3106@university.com,Male,19,CS,54.4,58.92,79.69,95.34,85.59,1.16,83.8,51.23,D,8,No,Yes,Master's,Medium,4,5.6
S4107,Maria,Johnson,student3107@university.com,Female,22,CS,92.98,51.75,61.46,54.37,75.87,4.79,96.09,67.54,A,12.8,Yes,No,Master's,High,2,4.6
S4108,Ali,Brown,student3108@university.com,Female,23,CS,79.55,86.55,63.29,70.57,62.53,7.2,71.52,60.67,B,18.5,Yes,Yes,High School,Medium,3,5.8
S4109,Sara,Johnson,student3109@university.com,Male,24,CS,95.11,78.92,57.17,73.27,87.82,1.64,51.92,94.61,A,21.9,No,Yes,High School,Low,3,5.9
S4110,Ali,Davis,student3110@university.com,Male,22,CS,84.42,76.71,82.34,72.04,93.89,7.55,82.16,92.91,C,21.1,No,Yes,Bachelor's,Low,1,8.8
S4111,Omar,Williams,student3111@university.com,Male,21,Mathematics,98.55,80.08,61.55,81.25,83.26,0.6,59.73,65.02,A,9.1,Yes,Yes,,Low,3,6.2
S4112,Sara,Johnson,student3112@university.com,Female,22,Engineering,75.49,54.21,51.44,58.51,81.45,1.5,77.62,73.77,F,20.4,No,Yes,High School,Medium,4,8.7
S4113,Liam,Williams,student3113@university.com,Male,22,Mathematics,81.94,66.68,62.16,93.32,59.65,2.8,69.23,97.79,B,14,Yes,Yes,None,Low,4,8.1
S4114,Sara,Johnson,student3114@university.com,Male,21,CS,78.82,78,91.23,77.59,67.89,7.96,77.9,76.2,F,25.5,No,No,None,Low,3,7.7
S4115,Ali,Williams,student3115@university.com,Female,23,Engineering,74.21,78.2,84.3,95.21,86.16,8.5,96.62,92.42,C,14.1,No,Yes,High School,High,10,5.7
S4116,Ahmed,Davis,student3116@university.com,Male,21,CS,92.3,87.51,60.08,50.13,50.84,2.2,74.29,91.32,B,29.4,No,Yes,,Low,4,6.1
S4117,Sara,Brown,student3117@university.com,Female,19,CS,82.23,57.23,94.41,,82.06,0.96,51.73,97.06,B,20.4,No,Yes,,Medium,4,4.2
S4118,Liam,Jones,student3118@university.com,Female,20,CS,90.07,86.22,44.49,70.62,88.33,8.48,79.05,65.29,A,15.7,No,Yes,,Low,3,5.9
S4119,Liam,Williams,student3119@university.com,Female,18,Mathematics,89.32,66.41,42.99,75.25,66.74,6.49,66.29,52.17,A,17.6,No,Yes,,High,5,8.4
S4120,Liam,Davis,student3120@university.com,Male,21,Mathematics,59.55,80.21,47.65,87.19,53.81,1.58,88.91,55.2,F,9.4,Yes,Yes,,Medium,3,7.9
S4121,Ali,Williams,student3121@university.com,Male,21,CS,82.51,67.34,46.99,61.36,90.96,5.58,73.5,78.56,A,22,Yes,Yes,,Medium,8,8
S4122,Sara,Brown,student3122@university.com,Female,22,CS,59.98,96.92,45.27,60.24,57.09,8.72,87.07,76.51,F,29.1,No,Yes,Master's,High,3,5.1
S4123,John,Williams,student3123@university.com,Male,19,Engineering,79.17,50.76,79.68,85.15,68.54,0.7,95.44,64.92,A,17.9,No,Yes,,Medium,10,5.1
S4124,Ahmed,Davis,student3124@university.com,Female,24,CS,,80.5,76.05,76.07,85.36,0.84,68.11,62.44,B,29.8,No,Yes,,High,3,7.3
S4125,Maria,Davis,student3125@university.com,Male,24,CS,99.86,74.59,78.86,61.68,90.85,2.74,99.47,85.47,B,8.8,No,No,PhD,High,8,7.3
S4126,Sara,Smith,student3126@university.com,Female,22,CS,51.53,50.36,81.3,,93.12,6.52,57.49,67.03,D,20.9,No,Yes,None,Low,1,5
S4127,Liam,Brown,student3127@university.com,Female,23,Engineering,,43.96,85.41,72.98,76.52,1.78,82.2,80.2,F,21.9,No,No,,Low,4,7.6
S4128,John,Smith,student3128@university.com,Male,21,CS,53.85,87.95,52.43,84.57,73.79,8.16,51.74,85.61,F,12.8,No,Yes,Master's,Medium,3,5.9
S4129,Maria,Brown,student3129@university.com,Male,21,CS,69.92,49.45,77.34,50.13,92.42,7.5,60.65,71.52,D,13.8,No,Yes,Master's,Medium,1,8.4
S4130,Maria,Williams,student3130@university.com,Male,22,CS,91.08,51.19,74.8,79.34,78.15,5.61,81.69,59.67,A,28.6,No,Yes,None,High,1,5.8
S4131,Omar,Davis,student3131@university.com,Male,21,Engineering,92.2,98.71,96.62,80.28,78.93,1.16,52.31,93.04,B,20.3,Yes,Yes,Bachelor's,Low,7,5.1
S4132,Sara,Smith,student3132@university.com,Female,23,Mathematics,86.85,83.04,53.94,87.28,71.7,9.88,55.09,54.68,A,24.5,No,Yes,PhD,Medium,4,5
S4133,Ali,Williams,student3133@university.com,Female,20,CS,94.84,55.03,43.52,94.46,68.64,4.9,64.55,91.47,B,23.1,Yes,Yes,,Medium,5,8.5
S4134,Sara,Davis,student3134@university.com,Male,18,Business,66.14,75.46,79.21,,74.03,4.52,78.78,91.83,B,20.3,No,Yes,None,Medium,2,8.3
S4135,John,Brown,student3135@university.com,Male,18,Business,54.41,72.05,84.41,,68.24,9.96,50.8,78.55,C,6.2,No,Yes,,Low,3,6.1
S4136,Maria,Davis,student3136@university.com,Female,18,Mathematics,52.91,90.67,56.99,55.12,67.18,8.64,74.12,81.47,C,21.6,No,Yes,PhD,Low,1,5.2
S4137,Sara,Williams,student3137@university.com,Male,20,Business,92.61,83.76,74.25,66.84,99.68,4.56,81.29,67.9,B,13.6,Yes,Yes,Master's,Low,4,5.4
S4138,Ali,Smith,student3138@university.com,Male,21,Engineering,86.52,89.9,43.57,53.42,66.81,4.19,70.13,92.08,B,16.7,No,Yes,Master's,Medium,8,5.9
S4139,Omar,Smith,student3139@university.com,Male,22,Business,84.93,52.69,97.6,90.14,62.82,0.96,53.38,63.19,F,26.3,No,Yes,PhD,Medium,3,4.2
S4140,Sara,Davis,student3140@university.com,Male,24,CS,66.98,78.41,46.6,90.35,67.7,9.27,80.54,77.99,C,29.2,Yes,Yes,Bachelor's,Low,1,4.3
S4141,Ahmed,Williams,student3141@university.com,Female,19,Engineering,,42.41,44.05,70.86,79.54,8.44,80.29,50.09,C,22.4,No,Yes,PhD,Medium,4,8.6
S4142,Omar,Johnson,student3142@university.com,Female,21,Mathematics,97.91,44.14,42.65,62.98,95.55,3.1,75.3,96.99,A,10.8,No,Yes,None,High,9,7.8
S4143,Ali,Brown,student3143@university.com,Male,20,Business,53.19,82.81,65.64,,89.39,7.53,84.66,97.41,C,12.9,No,Yes,,Low,10,8.1
S4144,John,Brown,student3144@university.com,Female,23,Mathematics,88.69,41.47,45.83,,92.11,7.63,60.39,85.52,A,8.5,Yes,Yes,PhD,Medium,8,6.4
S4145,Maria,Williams,student3145@university.com,Male,20,Business,65.48,74.79,84.68,,92.95,2.28,83.93,71.16,B,19.5,Yes,Yes,,Low,10,5.8
S4146,Sara,Johnson,student3146@university.com,Male,24,Business,51.95,90.42,93.93,63.31,96.03,6.14,58.07,58.93,F,28.2,No,Yes,,High,3,4.5
S4147,Ali,Smith,student3147@university.com,Male,18,Business,87.13,62.8,55.61,81.09,61.75,2.55,69.63,74.62,A,25.3,No,Yes,,High,4,6.8
S4148,Omar,Jones,student3148@university.com,Female,21,Business,66.55,42.69,77.73,62.93,72.92,7.9,53.38,89.57,A,18.6,No,Yes,Bachelor's,Low,5,7.7
S4149,Ahmed,Jones,student3149@university.com,Female,24,Engineering,86.11,82.83,42.54,61.26,69.26,1.54,90.96,80.26,B,28.5,No,Yes,Master's,Medium,7,5
S4150,Ali,Williams,student3150@university.com,Female,18,Mathematics,,95.78,63.19,51.06,69.09,6.69,76.91,76.37,F,27.4,No,Yes,Bachelor's,Low,1,5.9
S4151,Emma,Johnson,student3151@university.com,Female,19,Business,76.74,83.03,57.58,78.86,82.61,3.26,98.55,92.47,C,14,No,Yes,None,High,3,8.6
S4152,Liam,Johnson,student3152@university.com,Female,23,Business,,74.71,53.72,57.5,70.09,0.36,97.12,65.66,F,18.7,No,Yes,Master's,Medium,1,8.2
S4153,Ahmed,Brown,student3153@university.com,Male,18,Engineering,79.05,53.8,78.68,50.62,80.82,1.24,99.93,93,A,12.4,No,Yes,,Medium,3,8
S4154,Omar,Smith,student3154@university.com,Male,19,CS,64.33,40.92,47.81,,69.11,6.55,55.06,71.97,C,5.2,No,No,None,Medium,6,4.2
S4155,John,Davis,student3155@university.com,Female,20,CS,86.71,81.68,91.64,65.69,65.56,2.4,80.33,50.12,B,16.3,No,Yes,High School,Low,9,4.8
S4156,Maria,Johnson,student3156@university.com,Female,18,Mathematics,79.46,53.86,79.89,83.46,67.65,6.31,70.38,86.6,B,23.8,No,No,Bachelor's,Low,6,5.5
S4157,Omar,Davis,student3157@university.com,Female,18,Engineering,50.64,91.49,82.64,60.13,90.19,4.15,76.63,93.89,D,20.9,Yes,Yes,None,Low,8,5.5
S4158,Liam,Jones,student3158@university.com,Male,22,CS,95.08,67.98,96.12,94.38,80.05,6.93,65.44,74.22,A,28.2,No,Yes,Bachelor's,Medium,4,4.6
S4159,John,Davis,student3159@university.com,Female,23,CS,77.28,71.84,96.54,64.42,98.7,4.93,52.4,72.74,B,22.1,No,Yes,Bachelor's,Medium,5,5.4
S4160,Sara,Smith,student3160@university.com,Male,23,Business,93.43,85.24,73.1,,91.63,3.09,85.39,90.27,B,8.5,No,Yes,High School,High,8,6.1
