Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S5014,Ahmed,Davis,student4014@university.com,Male,19,Engineering,91.83,47.95,41.18,53.23,96.15,2.37,93.91,86.1,A,8.8,No,Yes,None,High,8,5.8
S5015,Emma,Williams,student4015@university.com,Male,19,CS,64.76,63.42,43.99,91.8,92.73,9.96,52.42,72.97,F,13.2,Yes,Yes,Master's,Medium,10,4.5
S5016,Maria,Johnson,student4016@university.com,Male,22,Mathematics,64.26,82.42,97.44,,77.22,5.86,65.21,66.63,C,11.5,Yes,Yes,PhD,Medium,9,7.5
S5017,Ali,Brown,student4017@university.com,Female,19,Engineering,89.64,98.32,60.76,58.83,53.74,1.5,95.49,54.66,B,29.3,No,Yes,Master's,Medium,3,7.2
S5018,Ahmed,Davis,student4018@university.com,Female,23,Engineering,96.89,50.08,92.08,90.32,54.42,6.68,79.83,91.05,B,20.3,Yes,Yes,High School,Medium,2,4.8
S5019,Maria,Brown,student4019@university.com,Male,19,Mathematics,88.96,64.63,97.58,82.91,94.83,9.92,85.81,58.47,B,6.9,No,Yes,None,High,1,6.7
S5020,Liam,Johnson,student4020@university.com,Male,19,CS,80.28,45.71,96.6,66.71,93.79,6.05,92.11,75.75,A,18.1,No,Yes,Master's,Low,8,4.6
S5021,John,Brown,student4021@university.com,Male,19,CS,62.13,54.54,92.9,68.81,71.72,4.57,76.18,81.86,F,27.4,Yes,Yes,High School,Low,8,5.6
S5022,Maria,Smith,student4022@university.com,Female,18,Business,76.29,62.61,93.69,57.79,66.41,2.93,92.27,87.2,F,15.4,No,Yes,High School,Low,8,4.2
S5023,Sara,Brown,student4023@university.com,Female,22,CS,61.68,72.44,57.34,91.76,82.21,0.92,81.94,54.17,B,21.7,No,Yes,Bachelor's,High,3,7.1
S5024,Sara,Johnson,student4024@university.com,Female,23,Business,90.4,53.83,49.09,75.45,90.35,2.28,84.28,50.53,A,24.3,Yes,Yes,PhD,Medium,1,4.1
S5025,John,Brown,student4025@university.com,Male,19,CS,69.35,53.65,78.36,77.85,86.58,5.54,57.64,85.3,C,9.6,No,Yes,PhD,Low,9,5.3
S5026,Ali,Jones,student4026@university.com,Male,22,CS,91.68,86.67,69.29,94.17,80.78,7.54,96.95,72.72,A,26.4,No,No,PhD,Low,7,5.3
S5027,Ahmed,Williams,student4027@university.com,Female,20,Engineering,69.08,97.76,45.92,50.79,61.58,8.78,89.8,59.06,A,16.2,No,Yes,None,Low,6,7.7
S5028,Maria,Smith,student4028@university.com,Male,18,CS,91.21,59.42,80.65,53.35,63.13,7.94,62.71,99.1,B,6.4,No,Yes,,Medium,7,6.3
S5029,Sara,Jones,student4029@university.com,Male,24,Business,66.67,81.28,73.77,58.08,86.2,1.25,79,89.57,B,27,No,Yes,,Medium,6,6.9
S5030,Ali,Jones,student4030@university.com,Male,19,Engineering,,55.48,91.78,51.5,90.13,7.73,68.82,78.93,D,19.1,No,Yes,None,Low,4,5.2
S5031,John,Johnson,student4031@university.com,Male,23,Mathematics,,95.68,76.55,,55.81,5.82,83.02,85.11,F,10,Yes,Yes,High School,High,2,6.7
S5032,Omar,Williams,student4032@university.com,Female,18,Business,53.51,80.37,74.44,81.69,59.36,4.69,99.69,57.75,F,12.9,Yes,No,PhD,Medium,1,4.7
S5033,Emma,Williams,student4033@university.com,Male,23,CS,97.41,88.16,66.45,60.54,84.02,5.73,52.29,98.11,A,19.2,No,Yes,None,Medium,9,9
S5034,Omar,Davis,student4034@university.com,Female,24,Business,78.68,42.96,67.77,57.47,69.45,0.08,97.63,99.82,F,14.4,No,Yes,PhD,Medium,2,6.6
S5035,Omar,Smith,student4035@university.com,Female,24,Engineering,75.39,75.91,97.26,57.28,78.16,0.68,53.62,82.42,F,10.8,Yes,Yes,High School,Medium,6,8.4
S5036,Sara,Johnson,student4036@university.com,Male,18,Engineering,91.97,71.66,48.31,,80.74,5.26,73.04,83.42,A,17,No,Yes,None,Medium,8,4.5
S5037,Liam,Smith,student4037@university.com,Female,20,Business,93.29,57.58,66.77,84.68,88.81,1.74,74.11,85.22,A,9.6,No,Yes,,Low,7,7
S5038,Liam,Davis,student4038@university.com,Female,22,Engineering,76.11,55.75,79.35,79.27,90.29,5.46,63.44,83.29,D,11.1,No,Yes,Master's,Low,9,7.4
S5039,John,Brown,student4039@university.com,Male,18,Engineering,96.36,74.8,65.98,66.12,64,3.54,78.33,71.93,A,25.7,Yes,Yes,None,Medium,9,7.9
S5040,Maria,Jones,student4040@university.com,Female,21,Engineering,53.24,82.39,56.99,71.65,77.06,9.07,91.7,77.03,D,10.7,Yes,Yes,,Medium,4,6.4
S5041,Liam,Smith,student4041@university.com,Female,24,CS,55.66,41.99,57.24,54.47,56.18,9.5,64.7,64.14,C,22.4,No,Yes,Bachelor's,High,9,4.2
S5042,Omar,Jones,student4042@university.com,Female,20,CS,,74.04,54.02,99.91,92.1,9.8,53.52,72.34,D,11.3,No,Yes,High School,Low,10,5.3
S5043,Liam,Johnson,student4043@university.com,Female,24,Engineering,67.7,50.23,60.63,87.75,92.27,8.99,81.61,71.81,C,10.3,No,Yes,Master's,Medium,2,5.4
S5044,Omar,Brown,student4044@university.com,Female,21,CS,73.21,48.42,92.3,81.07,64.98,9.86,87.59,64.41,A,11.3,Yes,Yes,High School,Low,1,5.6
S5045,Ahmed,Johnson,student4045@university.com,Female,20,CS,66.4,77.39,70.31,79.39,58.03,7.06,97.73,89.34,D,16.7,No,Yes,,High,6,4.5
S5046,Sara,Brown,student4046@university.com,Female,24,CS,70.24,58.65,54.41,75.22,53.5,9.61,57.98,70.48,D,8.7,No,No,None,Medium,4,4
S5047,Sara,Brown,student4047@university.com,Female,21,Engineering,91.13,66.45,63.07,62.87,78.75,6.42,95.07,77.59,A,7.7,Yes,Yes,Master's,Medium,4,6.6
S5048,Maria,Jones,student4048@university.com,Male,21,CS,79.67,61.6,46.35,61.32,54.57,8.09,74.11,57.8,D,23.9,No,Yes,High School,Low,10,7.7
S5049,Liam,Johnson,student4049@university.com,Male,24,Business,99.87,78.9,94.24,,84.03,1.32,61.79,73.75,B,5.6,No,Yes,,Low,10,5.2
S5050,Liam,Johnson,student4050@university.com,Male,24,CS,89.34,68.21,64.49,53.51,83.91,6.83,98.14,88.07,A,14.6,Yes,Yes,,Medium,1,7.5
S5051,Emma,Smith,student4051@university.com,Female,23,Engineering,63.68,97.81,98.82,53.72,80.7,9.31,61.92,72.23,D,14.9,No,Yes,Bachelor's,Medium,6,7.7
S5052,Ali,Johnson,student4052@university.com,Female,18,Engineering,63.22,61.14,60.85,78.04,93.83,5.4,86.67,77.89,A,27.3,No,Yes,High School,High,3,6.1
S5053,Ahmed,Smith,student4053@university.com,Female,18,Engineering,66.79,84.42,90.18,95.99,68.91,1.87,89.24,85.09,F,24.4,No,Yes,PhD,Medium,7,6.6
S5054,Sara,Williams,student4054@university.com,Male,20,CS,,55.44,55.38,95.71,95.11,5.27,71.53,69.45,D,17.8,No,Yes,High School,Low,1,5.6
S5055,Ahmed,Williams,student4055@university.com,Male,22,Mathematics,51.36,70.53,44.57,50.54,51.85,7.07,84.5,67.66,D,17,No,Yes,High School,Medium,8,5.9
S5056,Sara,Williams,student4056@university.com,Male,24,Mathematics,61.51,73.15,41.9,55.37,55.64,7.7,78.62,54.29,C,19.1,No,Yes,PhD,High,9,6.9
S5057,Ahmed,Davis,student4057@university.com,Female,23,Business,95.25,59.75,76.37,79.15,70.61,5.24,59.6,79.11,A,13.9,No,Yes,Bachelor's,High,4,5.8
S5058,John,Johnson,student4058@university.com,Male,18,Mathematics,81.99,68.31,58.69,92.42,79.7,2.17,87.99,85.35,F,22.5,No,Yes,,Medium,5,6.5
S5059,Omar,Davis,student4059@university.com,Male,18,Engineering,61.34,56.76,66.61,97.72,51.62,9.27,96.4,79.06,A,22.2,No,Yes,PhD,Low,8,7.7
S5060,Sara,Johnson,student4060@university.com,Female,23,Engineering,60.96,40.36,89.12,93.03,78.37,7.74,74.43,64.18,D,19.4,No,Yes,Bachelor's,Medium,5,8.8
S5061,Ahmed,Smith,student4061@university.com,Male,19,Business,93.13,52.94,54.89,83.88,65.37,2.71,99.72,63.12,B,6.4,No,Yes,Master's,Medium,10,8.5
S5062,Liam,Davis,student4062@university.com,Female,23,Engineering,94.69,82,58.52,60.03,94.36,8.12,71.4,57.97,B,8.2,Yes,Yes,Master's,Medium,4,8.6
S5063,Ali,Davis,student4063@university.com,Male,18,Business,62.81,86.26,90.72,53.63,76.66,3.48,73.99,52.35,F,6,Yes,Yes,None,Low,5,8.6
S5064,John,Davis,student4064@university.com,Female,22,Business,71.03,56.81,69.57,52.38,79.39,3.12,83.69,71.34,A,23,Yes,Yes,PhD,Low,2,5.2
S5065,John,Brown,student4065@university.com,Female,19,Mathematics,91.73,64.48,89.66,,97.28,8.63,59.29,58.03,B,16.9,Yes,Yes,Master's,Medium,10,8.7
S5066,Ali,Smith,student4066@university.com,Female,21,CS,88.55,42.24,62.47,51.81,88.21,8.73,95.1,84.54,A,28.9,No,Yes,High School,Medium,2,5.1
S5067,Ahmed,Williams,student4067@university.com,Female,23,Business,90.7,54.22,63.9,86.96,71.91,3.98,90.06,98.09,B,28.8,No,Yes,Bachelor's,Low,1,8.3
S5068,Liam,Smith,student4068@university.com,Female,21,Engineering,75.92,86.75,50.03,85.62,73.84,0.09,93.62,53.67,D,25,Yes,Yes,Master's,Low,4,6.9
S5069,Maria,Brown,student4069@university.com,Male,19,Engineering,95.58,76.36,94.98,,82.4,1.87,80.48,94.65,A,16.1,Yes,Yes,Master's,Medium,10,8.2
S5070,Ali,Johnson,student4070@university.com,Female,19,CS,66.3,52.35,93.81,95.33,60.01,9.09,94.19,82.89,F,12.9,No,Yes,PhD,Medium,8,8.9
S5071,Ahmed,Smith,student4071@university.com,Female,19,Business,57.83,55.45,99.05,,54.43,8.99,84,93.01,D,10,No,No,High School,Medium,10,8.4
S5072,Ali,Davis,student4072@university.com,Female,20,Mathematics,85.44,89.01,64.15,95.22,65.56,4.53,75.58,57.75,A,10.8,No,Yes,Master's,Low,10,8.1
S5073,Ali,Williams,student4073@university.com,Female,23,CS,76.97,52.55,89.12,95.08,88.92,3.04,96.59,95.32,D,29.8,No,Yes,High School,Medium,10,5
S5074,Sara,Williams,student4074@university.com,Male,24,Engineering,92.73,60.05,64.9,59.85,62.87,3.03,71.99,97.89,A,18.3,No,Yes,Bachelor's,High,10,8.3
S5075,Ahmed,Johnson,student4075@university.com,Female,22,CS,54.06,79.86,67.26,69.03,56.54,8.97,75.03,95.34,F,5.3,No,Yes,Bachelor's,Low,2,4.8
S5076,Maria,Smith,student4076@university.com,Male,22,Mathematics,92.18,73.67,89.8,56.73,60.95,3.25,58.48,89.27,A,6.1,No,Yes,Bachelor's,Low,7,6.6
S5077,Omar,Brown,student4077@university.com,Female,21,Engineering,64.66,67.65,50.64,88.75,83.95,5.12,97.38,54.52,D,16.5,No,Yes,None,High,8,6.5
S5078,Sara,Johnson,student4078@university.com,Female,21,CS,82.74,93.98,53.22,75.21,80.7,7.31,61.05,61.04,A,16.1,No,Yes,PhD,Medium,10,6.6
S5079,Ali,Smith,student4079@university.com,Male,24,CS,52.01,53.18,58.88,,84.42,2.09,60.07,95.66,D,15.1,No,No,Bachelor's,Medium,1,7.6
S5080,Omar,Jones,student4080@university.com,Male,21,Engineering,80.48,84.49,87.29,,66.1,2.54,55.06,61.47,D,25.6,No,Yes,None,Medium,3,6
S5081,Emma,Williams,student4081@university.com,Male,23,CS,85.86,49.54,62.36,,95.04,3.58,72.67,67.39,B,22.6,No,Yes,None,Low,6,6.3
S5082,Omar,Brown,student4082@university.com,Female,18,Engineering,68.44,76.94,61.49,99.46,72.59,6.54,63.68,52.52,F,7.7,No,Yes,PhD,Low,7,7.3
S5083,Ali,Davis,student4083@university.com,Male,21,Mathematics,,92.24,99.93,83.27,75.69,8.17,87.04,81.4,C,14.1,No,Yes,Bachelor's,Low,5,7.4
S5084,Ali,Brown,student4084@university.com,Female,19,Business,76.88,67.47,63.03,53.44,97.44,5.47,65.38,78.17,F,19.9,Yes,Yes,PhD,Low,7,6.2
S5085,Liam,Davis,student4085@university.com,Male,21,CS,91.66,83.46,54.87,79.42,98.96,1.33,86.04,98.09,B,14.6,No,Yes,PhD,Low,6,4.3
S5086,Ahmed,Brown,student4086@university.com,Male,19,Mathematics,66.18,89.22,77.39,58.99,83.08,4.46,59.8,94.62,A,10.2,No,Yes,,High,7,5.3
S5087,Ahmed,Williams,student4087@university.com,Female,20,Engineering,62.62,48.16,88.11,51.53,97.24,1.28,61.5,75.3,D,20.7,No,No,PhD,Low,4,8.7
S5088,Sara,Davis,student4088@university.com,Male,18,CS,,82.35,44.18,66.75,77.08,0.88,90.31,80.47,F,20.1,No,Yes,,Low,2,8.6
S5089,Maria,Smith,student4089@university.com,Male,18,CS,97.46,95.19,77.13,,65.36,5.9,68.55,70.66,B,29.4,No,No,Bachelor's,Low,8,7.2
S5090,Sara,Davis,student4090@university.com,Female,24,CS,67.96,74.58,42.14,,65.75,9.56,55.59,56.62,C,19,No,Yes,PhD,Low,1,4.9
S5091,John,Johnson,student4091@university.com,Female,23,Business,,51.17,71.58,68.68,77.95,8.38,98.07,93.39,F,26.9,No,Yes,None,Low,4,4.5
S5092,Ali,Smith,student4092@university.com,Female,23,CS,,47.62,55.42,86.65,80.25,7.74,58.87,77.48,D,28.7,Yes,Yes,Bachelor's,Low,4,8.7
S5093,Omar,Johnson,student4093@university.com,Male,22,CS,84.96,55.58,58.4,50.81,71.98,7.27,57.51,71.27,A,15.9,No,Yes,High School,Medium,1,8.4
S5094,Emma,Brown,student4094@university.com,Male,20,Business,56.43,46.21,68.03,50.74,94.19,8.97,67.92,53.42,D,6.3,No,Yes,None,Medium,8,6
S5095,Ali,Smith,student4095@university.com,Male,24,Engineering,99.25,70.8,95.63,51.47,71.33,7.53,54.78,83.27,A,8.6,No,Yes,High School,Low,6,7.1
S5096,Ali,Brown,student4096@university.com,Male,23,Business,80.4,44.18,82.64,60.97,63.67,6.27,57.78,69.98,D,17.6,Yes,Yes,High School,Medium,2,8.6
S5097,Sara,Jones,student4097@university.com,Male,19,Business,75.04,53.4,96.21,68.7,50.4,3.65,92.32,62.68,A,27.3,No,Yes,Master's,Low,4,4.7
S5098,Emma,Brown,student4098@university.com,Female,20,CS,69.11,66.39,79.6,80.39,98.53,1.01,58.58,93.84,D,21.4,No,Yes,High School,Medium,7,7.2
S5099,Emma,Brown,student4099@university.com,Male,18,Business,94.93,68.43,40.43,99.3,91.22,4.61,55.57,59.18,A,10,Yes,Yes,,Low,9,8.6
S5100,Emma,Johnson,student4100@university.com,Female,19,CS,62.2,73.92,55.94,67.72,80.78,9.25,94,75.75,B,22.5,No,Yes,PhD,Medium,7,8.2
S5101,Sara,Davis,student4101@university.com,Male,24,Engineering,64.29,82.34,94.35,52.78,91.53,5.83,72.19,89.79,A,27.4,No,Yes,,Medium,2,5.4
S5102,Ali,Jones,student4102@university.com,Female,24,Engineering,56.12,42.83,78.61,59.75,90.51,1.85,57.86,92.45,C,5.8,Yes,Yes,,Low,1,8.8
S5103,Sara,Brown,student4103@university.com,Male,20,CS,87.96,44.84,98.9,94.89,96.59,6.49,79.08,90.94,A,11.1,No,Yes,,Low,10,5
S5104,Ahmed,Brown,student4104@university.com,Male,18,Mathematics,79.78,43.65,49.36,,69.3,4.65,52.08,94.83,B,8.8,No,Yes,,Low,7,5
S5105,Ahmed,Jones,student4105@university.com,Female,23,Engineering,80.45,65.39,57.8,89.51,77.74,9.31,71.37,57.12,F,24.6,Yes,Yes,,Medium,9,4.5
S5106,Sara,Jones,student4106@university.com,Male,19,CS,60.92,42.51,61.74,56.21,54.93,1.61,79.52,97.02,F,27.3,No,Yes,High School,High,2,4.6
S5107,Emma,Smith,student4107@university.com,Female,19,Mathematics,82.56,84.76,59.59,,98.27,7.12,97.86,50.54,D,18.9,No,Yes,High School,High,3,7.8
S5108,Liam,Johnson,student4108@university.com,Male,18,Engineering,88.27,53.38,55.12,55.61,99.26,6.82,66.32,62.8,B,26.2,No,Yes,None,Medium,4,5.4
S5109,Ali,Jones,student4109@university.com,Male,19,Engineering,67.89,96.35,66.61,92.86,89.45,9.84,88.25,54.2,F,21.4,No,Yes,None,High,9,8.3
S5110,Sara,Jones,student4110@university.com,Female,23,Engineering,90.07,69.18,78.54,60.5,72.71,5.65,56.63,97.28,A,21.4,No,No,Bachelor's,High,7,8.3
S5111,Sara,Williams,student4111@university.com,Male,23,Business,67.44,66.78,58.68,82.16,74.83,8.72,71.68,71.2,F,19.5,No,Yes,Bachelor's,Medium,2,4.6
S5112,Sara,Davis,student4112@university.com,Female,23,CS,87.91,86.83,44.78,75.81,71.77,0.25,61.16,65.76,A,6.3,Yes,Yes,Bachelor's,Low,4,6.7
S5113,Liam,Jones,student4113@university.com,Male,18,CS,51.69,82.79,82.51,77.22,64.67,1.23,74.62,58.35,D,28.4,Yes,Yes,High School,High,4,7.7
S5114,Liam,Johnson,student4114@university.com,Male,21,Engineering,,76.44,67.54,59.77,76.39,3.46,70.86,57.79,D,13.9,Yes,Yes,None,Low,4,7.4
S5115,John,Davis,student4115@university.com,Male,21,CS,98.48,96.11,73.39,81.76,52.67,6.19,98.99,80.7,A,25.1,Yes,Yes,,Medium,10,4.5
S5116,Ahmed,Davis,student4116@university.com,Male,24,Business,99.06,65.34,67.32,52.16,99.59,4.49,95.87,52.35,B,25.2,Yes,Yes,,Medium,7,5.6
S5117,Omar,Brown,student4117@university.com,Male,24,CS,64.09,88.51,93.42,99.67,71.2,2.03,79.11,79.72,C,29.1,Yes,Yes,,High,6,7.1
S5118,Emma,Brown,student4118@university.com,Male,19,CS,72.07,62.81,73.52,51.34,96.37,5.89,58.83,88.73,D,13.2,No,Yes,Bachelor's,Medium,2,6.9
S5119,Maria,Brown,student4119@university.com,Male,23,CS,53.15,90.3,95.4,52.51,86.21,5.67,77.85,80.05,D,29.9,No,Yes,Bachelor's,Low,10,8.1
S5120,Liam,Brown,student4120@university.com,Female,19,Business,93.67,55.57,70.63,66.23,64.5,5.24,89.6,91.33,B,12.5,No,Yes,None,Low,2,4.3
S5121,Omar,Williams,student4121@university.com,Male,18,Business,78.43,57.36,57.56,91.58,61.1,0.91,51.9,63.26,C,16.3,Yes,No,PhD,Low,3,6.4
S5122,Liam,Jones,student4122@university.com,Male,19,CS,69.26,80.67,61.33,62.86,99.78,9.27,71.7,53.86,A,22.7,No,Yes,PhD,Medium,10,8.2
S5123,Emma,Brown,student4123@university.com,Male,22,Engineering,55.64,52.76,71.33,73.6,88.61,5.92,52.13,86.05,C,8.9,Yes,Yes,Bachelor's,Low,1,9
S5124,Maria,Smith,student4124@university.com,Female,21,CS,97.34,53.75,71.8,,62.48,2.64,62.2,91.41,B,11.7,No,Yes,,Medium,9,4.6
S5125,John,Brown,student4125@university.com,Female,19,Engineering,76.51,58.32,81.24,,53.37,6.87,54.61,75.08,B,23.2,No,No,PhD,Medium,7,7.2
S5126,Sara,Jones,student4126@university.com,Male,19,CS,64.15,80.74,53.47,80.4,84.85,3.18,98.03,91.03,B,29.4,Yes,Yes,Bachelor's,Medium,7,4
S5127,John,Brown,student4127@university.com,Male,20,Engineering,67.51,93.36,79.53,,65.15,5.06,58.44,72.9,B,23.3,Yes,Yes,,Low,9,5.7
S5128,Liam,Williams,student4128@university.com,Male,19,Engineering,63.53,80.47,86.72,84.71,61.07,3.41,57.51,59.93,C,26.6,No,No,,Medium,7,6.2
S5129,John,Johnson,student4129@university.com,Female,22,Mathematics,80.09,89.67,80.6,89.27,86.75,8.8,98.6,73.72,D,5.9,Yes,Yes,,Medium,1,5.7
S5130,Omar,Johnson,student4130@university.com,Male,21,CS,96.5,72.61,68.91,92.52,83.96,9.94,75.8,60.8,A,19.4,No,No,Master's,Medium,4,7.1
S5131,Ali,Jones,student4131@university.com,Female,20,Business,,44.14,99.5,56.69,74.07,1.61,87.9,73.6,A,27.9,Yes,Yes,PhD,High,9,4.1
S5132,Liam,Johnson,student4132@university.com,Male,18,Engineering,73.02,46.03,64.29,72.78,97.13,0.24,66.37,57.38,B,22.1,No,No,High School,Low,6,8.5
S5133,Liam,Johnson,student4133@university.com,Female,24,Mathematics,91.32,73.26,46.4,97.35,83.98,2.19,76.64,59.28,A,21.9,No,Yes,High School,Low,8,5.6
S5134,Omar,Smith,student4134@university.com,Female,18,CS,71.16,59.67,89.29,88.6,94.67,5.9,50.34,94.15,F,10.1,No,Yes,High School,Medium,3,4.8
S5135,Ahmed,Jones,student4135@university.com,Male,21,CS,62.62,53.23,52.73,55.85,59.53,1.74,70.44,55.79,F,26.5,Yes,Yes,High School,High,6,6.2
S5136,Maria,Jones,student4136@university.com,Male,24,Business,99.17,67.98,82.8,75.13,64.83,8.11,77.75,61.21,A,26.6,No,Yes,Master's,Low,4,6.6
S5137,Sara,Johnson,student4137@university.com,Male,18,CS,65.19,79.99,50.74,96.12,55.23,4.09,75.72,99.78,A,20.4,No,Yes,None,Medium,8,4.3
S5138,Omar,Johnson,student4138@university.com,Male,22,CS,66.19,63.1,41.01,72,65.23,6.11,70.29,78.8,A,15.7,No,Yes,,Low,3,8
S5139,Maria,Johnson,student4139@university.com,Male,19,CS,99.48,88.15,49.59,91.87,98.59,4.56,89.4,79.29,B,25.6,No,Yes,High School,Low,5,7.7
S5140,Emma,Davis,student4140@university.com,Male,21,Business,56.7,84.31,62.62,74.79,98.14,9.03,75.08,92.25,F,16.6,No,Yes,,High,2,6.6
S5141,Maria,Williams,student4141@university.com,Male,24,CS,88.03,84.09,46.4,55.34,88.02,0.35,81.81,76.22,B,25.6,No,Yes,PhD,Medium,7,4.9
S5142,Emma,Brown,student4142@university.com,Female,20,Business,96.79,99.11,51.86,57.39,76.05,7.29,59.23,61.09,A,17.1,No,Yes,PhD,Medium,9,8.6
S5143,Omar,Williams,student4143@university.com,Male,19,Engineering,75.59,57.71,85.88,52.33,89.04,6.52,93.08,71.12,C,19.5,No,Yes,,Medium,5,8
S5144,Liam,Jones,student4144@university.com,Male,18,CS,50.13,78.68,86.19,59.77,77.67,6.5,68.14,87.75,D,23.7,No,Yes,PhD,Medium,9,5.2
S5145,Liam,Smith,student4145@university.com,Female,18,Engineering,68.75,91.33,89.05,94.68,50.18,4.14,74.11,93.62,F,11.6,No,Yes,Bachelor's,Low,2,7.7
S5146,Ahmed,Brown,student4146@university.com,Male,20,CS,55.58,74.77,90.47,82.51,75.08,0.16,67.61,63.66,D,11.2,No,Yes,,High,8,4.5
S5147,Omar,Smith,student4147@university.com,Male,22,Engineering,70.81,87.37,65.23,86.94,79.95,6.89,94.6,63.1,D,21.7,No,Yes,PhD,Medium,3,4.6
S5148,Emma,Davis,student4148@university.com,Male,20,Engineering,,64.87,92.05,81.08,63.29,8.29,95.04,66.38,B,28.8,No,Yes,Master's,Low,10,6.2
S5149,Maria,Jones,student4149@university.com,Male,21,Engineering,71.94,75.43,71.56,69.33,60.16,0.85,61.21,79.81,F,16.2,Yes,Yes,Bachelor's,Low,5,7.5
S5150,Maria,Davis,student4150@university.com,Female,20,CS,71.6,43.34,68.24,60.84,63.69,4.42,87.64,63.93,D,27.5,No,Yes,None,Low,3,8.6
S5151,Emma,Jones,student4151@university.com,Female,18,Engineering,,99.15,83.11,96.28,81.18,1.63,55.14,94.66,D,18,No,Yes,High School,Low,5,8.9
S5152,John,Smith,student4152@university.com,Male,22,Business,79.08,88,52.83,75.74,57.3,6.11,51.49,98.9,A,29.3,No,Yes,PhD,Low,5,7.5
S5153,Ahmed,Smith,student4153@university.com,Male,22,Business,92.81,92.13,87.37,74.05,86.02,7.86,91.83,83.96,A,24.8,Yes,Yes,None,Low,1,7.9
S5154,Ali,Smith,student4154@university.com,Female,23,Business,65.42,81.66,65.77,99.81,71.13,6.67,56.56,98.51,B,26.5,No,Yes,None,Medium,8,6.6
S5155,Liam,Jones,student4155@university.com,Male,20,CS,91.08,51.16,47.64,69.2,67.67,3.18,57.74,64.39,A,22,Yes,No,High School,High,7,4.3
S5156,Sara,Johnson,student4156@university.com,Female,21,Business,78.3,41.86,47.16,92.71,90.36,1.4,80.33,90.76,C,26.7,No,Yes,None,Medium,8,4.6
S5157,Maria,Smith,student4157@university.com,Female,18,CS,65.03,91.88,49.89,93.12,75.3,7.94,90.84,83.92,C,19.8,No,Yes,PhD,Medium,3,8.9
S5158,Sara,Davis,student4158@university.com,Female,19,CS,64.76,63.78,93.43,61.63,68.92,3.24,59.48,63.16,A,19.2,No,Yes,Bachelor's,Low,7,6
S5159,Ali,Brown,student4159@university.com,Male,22,Business,68.06,55.83,99.46,54.74,93.91,0.22,55.71,65.92,D,26.8,No,No,PhD,Low,7,7.9
S5160,Omar,Jones,student4160@university.com,Male,20,Mathematics,81.13,73.7,61.42,,68.41,5.71,53.87,74.43,F,5.4,No,Yes,Master's,Low,2,5.1
