Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Performance
S5026,Ali,Jones,student4026@university.com,Male,22,CS,91.68,86.67,86.45,94.17,80.78,7.54,96.95,72.72,A,26.4,No,No,PhD,Low,7,5.3,High Performer
S5027,Ahmed,Williams,student4027@university.com,Female,20,Engineering,69.08,97.76,73.56,50.79,61.58,8.78,89.8,59.06,B,16.2,No,Yes,,Low,6,7.7,Average Performer
S5028,Maria,Smith,student4028@university.com,Male,18,CS,91.21,59.42,73.1,53.35,63.13,7.94,62.71,99.1,B,6.4,No,Yes,,Medium,7,6.3,Average Performer
S5029,Sara,Jones,student4029@university.com,Male,24,Business,66.67,81.28,75.4,58.08,86.2,1.25,79.0,89.57,B,27.0,No,Yes,,Medium,6,6.9,Average Performer
S5030,Ali,Jones,student4030@university.com,Male,19,Engineering,,55.48,68.54,51.5,90.13,7.73,68.82,78.93,C,19.1,No,Yes,,Low,4,5.2,Average Performer
S5031,John,Johnson,student4031@university.com,Male,23,Mathematics,,95.68,75.29,,55.81,5.82,83.02,85.11,B,10.0,Yes,Yes,High School,High,2,6.7,Average Performer
S5032,Omar,Williams,student4032@university.com,Female,18,Business,53.51,80.37,65.97,81.69,59.36,4.69,99.69,57.75,C,12.9,Yes,No,PhD,Medium,1,4.7,Average Performer
S5033,Emma,Williams,student4033@university.com,Male,23,CS,97.41,88.16,76.27,60.54,84.02,5.73,52.29,98.11,B,19.2,No,Yes,,Medium,9,9.0,Average Performer
S5034,Omar,Davis,student4034@university.com,Female,24,Business,78.68,42.96,58.12,57.47,69.45,0.08,97.63,99.82,D,14.4,No,Yes,PhD,Medium,2,6.6,Needs Improvement
S5035,Omar,Smith,student4035@university.com,Female,24,Engineering,75.39,75.91,75.24,57.28,78.16,0.68,53.62,82.42,B,10.8,Yes,Yes,High School,Medium,6,8.4,Average Performer
S5036,Sara,Johnson,student4036@university.com,Male,18,Engineering,91.97,71.66,81.3,,80.74,5.26,73.04,83.42,A,17.0,No,Yes,,Medium,8,4.5,High Performer
S5037,Liam,Smith,student4037@university.com,Female,20,Business,93.29,57.58,77.73,84.68,88.81,1.74,74.11,85.22,B,9.6,No,Yes,,Low,7,7.0,Average Performer
S5038,Liam,Davis,student4038@university.com,Female,22,Engineering,76.11,55.75,71.68,79.27,90.29,5.46,63.44,83.29,B,11.1,No,Yes,Master's,Low,9,7.4,Average Performer
S5039,John,Brown,student4039@university.com,Male,18,Engineering,96.36,74.8,75.85,66.12,64.0,3.54,78.33,71.93,B,25.7,Yes,Yes,,Medium,9,7.9,Average Performer
S5040,Maria,Jones,student4040@university.com,Female,21,Engineering,53.24,82.39,71.31,71.65,77.06,9.07,91.7,77.03,B,10.7,Yes,Yes,,Medium,4,6.4,Average Performer
S5041,Liam,Smith,student4041@university.com,Female,24,CS,55.66,41.99,53.01,54.47,56.18,9.5,64.7,64.14,D,22.4,No,Yes,Bachelor's,High,9,4.2,Needs Improvement
S5042,Omar,Jones,student4042@university.com,Female,20,CS,,74.04,77.58,99.91,92.1,9.8,53.52,72.34,B,11.3,No,Yes,High School,Low,10,5.3,Average Performer
S5043,Liam,Johnson,student4043@university.com,Female,24,Engineering,67.7,50.23,70.18,87.75,92.27,8.99,81.61,71.81,B,10.3,No,Yes,Master's,Medium,2,5.4,Average Performer
S5044,Omar,Brown,student4044@university.com,Female,21,CS,73.21,48.42,67.67,81.07,64.98,9.86,87.59,64.41,C,11.3,Yes,Yes,High School,Low,1,5.6,Average Performer
S5045,Ahmed,Johnson,student4045@university.com,Female,20,CS,66.4,77.39,70.34,79.39,58.03,7.06,97.73,89.34,B,16.7,No,Yes,,High,6,4.5,Average Performer
S5046,Sara,Brown,student4046@university.com,Female,24,CS,70.24,58.65,66.77,75.22,53.5,9.61,57.98,70.48,C,8.7,No,No,,Medium,4,4.0,Average Performer
S5047,Sara,Brown,student4047@university.com,Female,21,Engineering,91.13,66.45,83.43,62.87,78.75,6.42,95.07,77.59,A,7.7,Yes,Yes,Master's,Medium,4,6.6,High Performer
S5048,Maria,Jones,student4048@university.com,Male,21,CS,79.67,61.6,65.6,61.32,54.57,8.09,74.11,57.8,C,23.9,No,Yes,High School,Low,10,7.7,Average Performer
S5049,Liam,Johnson,student4049@university.com,Male,24,Business,99.87,78.9,86.32,,84.03,1.32,61.79,73.75,A,5.6,No,Yes,,Low,10,5.2,High Performer
S5050,Liam,Johnson,student4050@university.com,Male,24,CS,89.34,68.21,71.75,53.51,83.91,6.83,98.14,88.07,B,14.6,Yes,Yes,,Medium,1,7.5,Average Performer
S5051,Emma,Smith,student4051@university.com,Female,23,Engineering,63.68,97.81,76.73,53.72,80.7,9.31,61.92,72.23,B,14.9,No,Yes,Bachelor's,Medium,6,7.7,Average Performer
S5052,Ali,Johnson,student4052@university.com,Female,18,Engineering,63.22,61.14,71.43,78.04,93.83,5.4,86.67,77.89,B,27.3,No,Yes,High School,High,3,6.1,Average Performer
S5053,Ahmed,Smith,student4053@university.com,Female,18,Engineering,66.79,84.42,79.7,95.99,68.91,1.87,89.24,85.09,B,24.4,No,Yes,PhD,Medium,7,6.6,Average Performer
S5054,Sara,Williams,student4054@university.com,Male,20,CS,,55.44,72.47,95.71,95.11,5.27,71.53,69.45,B,17.8,No,Yes,High School,Low,1,5.6,Average Performer
S5055,Ahmed,Williams,student4055@university.com,Male,22,Mathematics,51.36,70.53,58.6,50.54,51.85,7.07,84.5,67.66,D,17.0,No,Yes,High School,Medium,8,5.9,Needs Improvement
S5056,Sara,Williams,student4056@university.com,Male,24,Mathematics,61.51,73.15,67.86,55.37,55.64,7.7,78.62,54.29,C,19.1,No,Yes,PhD,High,9,6.9,Average Performer
S5057,Ahmed,Davis,student4057@university.com,Female,23,Business,95.25,59.75,77.25,79.15,70.61,5.24,59.6,79.11,B,13.9,No,Yes,Bachelor's,High,4,5.8,Average Performer
S5058,John,Johnson,student4058@university.com,Male,18,Mathematics,81.99,68.31,81.83,92.42,79.7,2.17,87.99,85.35,A,22.5,No,Yes,,Medium,5,6.5,High Performer
S5059,Omar,Davis,student4059@university.com,Male,18,Engineering,61.34,56.76,64.84,97.72,51.62,9.27,96.4,79.06,C,22.2,No,Yes,PhD,Low,8,7.7,Average Performer
S5060,Sara,Johnson,student4060@university.com,Female,23,Engineering,60.96,40.36,65.03,93.03,78.37,7.74,74.43,64.18,C,19.4,No,Yes,Bachelor's,Medium,5,8.8,Average Performer
S5061,Ahmed,Smith,student4061@university.com,Male,19,Business,93.13,52.94,73.89,83.88,65.37,2.71,99.72,63.12,B,6.4,No,Yes,Master's,Medium,10,8.5,Average Performer
S5062,Liam,Davis,student4062@university.com,Female,23,Engineering,94.69,82.0,80.41,60.03,94.36,8.12,71.4,57.97,A,8.2,Yes,Yes,Master's,Medium,4,8.6,High Performer
S5063,Ali,Davis,student4063@university.com,Male,18,Business,62.81,86.26,72.21,53.63,76.66,3.48,73.99,52.35,B,6.0,Yes,Yes,,Low,5,8.6,Average Performer
S5064,John,Davis,student4064@university.com,Female,22,Business,71.03,56.81,60.6,52.38,79.39,3.12,83.69,71.34,C,23.0,Yes,Yes,PhD,Low,2,5.2,Average Performer
S5065,John,Brown,student4065@university.com,Female,19,Mathematics,91.73,64.48,77.74,,97.28,8.63,59.29,58.03,B,16.9,Yes,Yes,Master's,Medium,10,8.7,Average Performer
S5066,Ali,Smith,student4066@university.com,Female,21,CS,88.55,42.24,65.51,51.81,88.21,8.73,95.1,84.54,C,28.9,No,Yes,High School,Medium,2,5.1,Average Performer
S5067,Ahmed,Williams,student4067@university.com,Female,23,Business,90.7,54.22,75.26,86.96,71.91,3.98,90.06,98.09,B,28.8,No,Yes,Bachelor's,Low,1,8.3,Average Performer
S5068,Liam,Smith,student4068@university.com,Female,21,Engineering,75.92,86.75,77.77,85.62,73.84,0.09,93.62,53.67,B,25.0,Yes,Yes,Master's,Low,4,6.9,Average Performer
S5069,Maria,Brown,student4069@university.com,Male,19,Engineering,95.58,76.36,85.88,,82.4,1.87,80.48,94.65,A,16.1,Yes,Yes,Master's,Medium,10,8.2,High Performer
S5070,Ali,Johnson,student4070@university.com,Female,19,CS,66.3,52.35,68.0,95.33,60.01,9.09,94.19,82.89,C,12.9,No,Yes,PhD,Medium,8,8.9,Average Performer
S5071,Ahmed,Smith,student4071@university.com,Female,19,Business,57.83,55.45,57.77,,54.43,8.99,84.0,93.01,D,10.0,No,No,High School,Medium,10,8.4,Needs Improvement
S5072,Ali,Davis,student4072@university.com,Female,20,Mathematics,85.44,89.01,81.05,95.22,65.56,4.53,75.58,57.75,A,10.8,No,Yes,Master's,Low,10,8.1,High Performer
S5073,Ali,Williams,student4073@university.com,Female,23,CS,76.97,52.55,73.4,95.08,88.92,3.04,96.59,95.32,B,29.8,No,Yes,High School,Medium,10,5.0,Average Performer
S5074,Sara,Williams,student4074@university.com,Male,24,Engineering,92.73,60.05,68.9,59.85,62.87,3.03,71.99,97.89,C,18.3,No,Yes,Bachelor's,High,10,8.3,Average Performer
S5075,Ahmed,Johnson,student4075@university.com,Female,22,CS,54.06,79.86,66.8,69.03,56.54,8.97,75.03,95.34,C,5.3,No,Yes,Bachelor's,Low,2,4.8,Average Performer
S5076,Maria,Smith,student4076@university.com,Male,22,Mathematics,92.18,73.67,72.84,56.73,60.95,3.25,58.48,89.27,B,6.1,No,Yes,Bachelor's,Low,7,6.6,Average Performer
S5077,Omar,Brown,student4077@university.com,Female,21,Engineering,64.66,67.65,67.4,88.75,83.95,5.12,97.38,54.52,C,16.5,No,Yes,,High,8,6.5,Average Performer
S5078,Sara,Johnson,student4078@university.com,Female,21,CS,82.74,93.98,83.7,75.21,80.7,7.31,61.05,61.04,A,16.1,No,Yes,PhD,Medium,10,6.6,High Performer
S5079,Ali,Smith,student4079@university.com,Male,24,CS,52.01,53.18,60.92,,84.42,2.09,60.07,95.66,C,15.1,No,No,Bachelor's,Medium,1,7.6,Average Performer
S5080,Omar,Jones,student4080@university.com,Male,21,Engineering,80.48,84.49,80.49,,66.1,2.54,55.06,61.47,A,25.6,No,Yes,,Medium,3,6.0,High Performer
S5081,Emma,Williams,student4081@university.com,Male,23,CS,85.86,49.54,70.22,,95.04,3.58,72.67,67.39,B,22.6,No,Yes,,Low,6,6.3,Average Performer
S5082,Omar,Brown,student4082@university.com,Female,18,Engineering,68.44,76.94,83.28,99.46,72.59,6.54,63.68,52.52,A,7.7,No,Yes,PhD,Low,7,7.3,High Performer
S5083,Ali,Davis,student4083@university.com,Male,21,Mathematics,,92.24,77.27,83.27,75.69,8.17,87.04,81.4,B,14.1,No,Yes,Bachelor's,Low,5,7.4,Average Performer
S5084,Ali,Brown,student4084@university.com,Female,19,Business,76.88,67.47,75.92,53.44,97.44,5.47,65.38,78.17,B,19.9,Yes,Yes,PhD,Low,7,6.2,Average Performer
S5085,Liam,Davis,student4085@university.com,Male,21,CS,91.66,83.46,86.76,79.42,98.96,1.33,86.04,98.09,A,14.6,No,Yes,PhD,Low,6,4.3,High Performer
S5086,Ahmed,Brown,student4086@university.com,Male,19,Mathematics,66.18,89.22,77.92,58.99,83.08,4.46,59.8,94.62,B,10.2,No,Yes,,High,7,5.3,Average Performer
S5087,Ahmed,Williams,student4087@university.com,Female,20,Engineering,62.62,48.16,60.77,51.53,97.24,1.28,61.5,75.3,C,20.7,No,No,PhD,Low,4,8.7,Average Performer
S5088,Sara,Davis,student4088@university.com,Male,18,CS,,82.35,79.87,66.75,77.08,0.88,90.31,80.47,B,20.1,No,Yes,,Low,2,8.6,Average Performer
S5089,Maria,Smith,student4089@university.com,Male,18,CS,97.46,95.19,86.16,,65.36,5.9,68.55,70.66,A,29.4,No,No,Bachelor's,Low,8,7.2,High Performer
S5090,Sara,Davis,student4090@university.com,Female,24,CS,67.96,74.58,68.02,,65.75,9.56,55.59,56.62,C,19.0,No,Yes,PhD,Low,1,4.9,Average Performer
S5091,John,Johnson,student4091@university.com,Female,23,Business,,51.17,70.32,68.68,77.95,8.38,98.07,93.39,B,26.9,No,Yes,,Low,4,4.5,Average Performer
S5092,Ali,Smith,student4092@university.com,Female,23,CS,,47.62,68.41,86.65,80.25,7.74,58.87,77.48,C,28.7,Yes,Yes,Bachelor's,Low,4,8.7,Average Performer
S5093,Omar,Johnson,student4093@university.com,Male,22,CS,84.96,55.58,66.56,50.81,71.98,7.27,57.51,71.27,C,15.9,No,Yes,High School,Medium,1,8.4,Average Performer
S5094,Emma,Brown,student4094@university.com,Male,20,Business,56.43,46.21,61.08,50.74,94.19,8.97,67.92,53.42,C,6.3,No,Yes,,Medium,8,6.0,Average Performer
S5095,Ali,Smith,student4095@university.com,Male,24,Engineering,99.25,70.8,72.45,51.47,71.33,7.53,54.78,83.27,B,8.6,No,Yes,High School,Low,6,7.1,Average Performer
S5096,Ali,Brown,student4096@university.com,Male,23,Business,80.4,44.18,63.11,60.97,63.67,6.27,57.78,69.98,C,17.6,Yes,Yes,High School,Medium,2,8.6,Average Performer
S5097,Sara,Jones,student4097@university.com,Male,19,Business,75.04,53.4,60.73,68.7,50.4,3.65,92.32,62.68,C,27.3,No,Yes,Master's,Low,4,4.7,Average Performer
S5098,Emma,Brown,student4098@university.com,Female,20,CS,69.11,66.39,74.43,80.39,98.53,1.01,58.58,93.84,B,21.4,No,Yes,High School,Medium,7,7.2,Average Performer
S5099,Emma,Brown,student4099@university.com,Male,18,Business,94.93,68.43,86.19,99.3,91.22,4.61,55.57,59.18,A,10.0,Yes,Yes,,Low,9,8.6,High Performer
S5100,Emma,Johnson,student4100@university.com,Female,19,CS,62.2,73.92,65.69,67.72,80.78,9.25,94.0,75.75,C,22.5,No,Yes,PhD,Medium,7,8.2,Average Performer
S5101,Sara,Davis,student4101@university.com,Male,24,Engineering,64.29,82.34,70.05,52.78,91.53,5.83,72.19,89.79,B,27.4,No,Yes,,Medium,2,5.4,Average Performer
S5102,Ali,Jones,student4102@university.com,Female,24,Engineering,56.12,42.83,61.41,59.75,90.51,1.85,57.86,92.45,C,5.8,Yes,Yes,,Low,1,8.8,Average Performer
S5103,Sara,Brown,student4103@university.com,Male,20,CS,87.96,44.84,78.21,94.89,96.59,6.49,79.08,90.94,B,11.1,No,Yes,,Low,10,5.0,Average Performer
S5104,Ahmed,Brown,student4104@university.com,Male,18,Mathematics,79.78,43.65,64.38,,69.3,4.65,52.08,94.83,C,8.8,No,Yes,,Low,7,5.0,Average Performer
S5105,Ahmed,Jones,student4105@university.com,Female,23,Engineering,80.45,65.39,77.31,89.51,77.74,9.31,71.37,57.12,B,24.6,Yes,Yes,,Medium,9,4.5,Average Performer
S5106,Sara,Jones,student4106@university.com,Male,19,CS,60.92,42.51,51.75,56.21,54.93,1.61,79.52,97.02,D,27.3,No,Yes,High School,High,2,4.6,Needs Improvement
S5107,Emma,Smith,student4107@university.com,Female,19,Mathematics,82.56,84.76,88.21,,98.27,7.12,97.86,50.54,A,18.9,No,Yes,High School,High,3,7.8,High Performer
S5108,Liam,Johnson,student4108@university.com,Male,18,Engineering,88.27,53.38,70.57,55.61,99.26,6.82,66.32,62.8,B,26.2,No,Yes,,Medium,4,5.4,Average Performer
S5109,Ali,Jones,student4109@university.com,Male,19,Engineering,67.89,96.35,86.77,92.86,89.45,9.84,88.25,54.2,A,21.4,No,Yes,,High,9,8.3,High Performer
S5110,Sara,Jones,student4110@university.com,Female,23,Engineering,90.07,69.18,77.68,60.5,72.71,5.65,56.63,97.28,B,21.4,No,No,Bachelor's,High,7,8.3,Average Performer
S5111,Sara,Williams,student4111@university.com,Male,23,Business,67.44,66.78,68.93,82.16,74.83,8.72,71.68,71.2,C,19.5,No,Yes,Bachelor's,Medium,2,4.6,Average Performer
S5112,Sara,Davis,student4112@university.com,Female,23,CS,87.91,86.83,87.37,75.81,71.77,0.25,61.16,65.76,A,6.3,Yes,Yes,Bachelor's,Low,4,6.7,High Performer
S5113,Liam,Jones,student4113@university.com,Male,18,CS,51.69,82.79,65.04,77.22,64.67,1.23,74.62,58.35,C,28.4,Yes,Yes,High School,High,4,7.7,Average Performer
S5114,Liam,Johnson,student4114@university.com,Male,21,Engineering,,76.44,77.77,59.77,76.39,3.46,70.86,57.79,B,13.9,Yes,Yes,,Low,4,7.4,Average Performer
S5115,John,Davis,student4115@university.com,Male,21,CS,98.48,96.11,86.32,81.76,52.67,6.19,98.99,80.7,A,25.1,Yes,Yes,,Medium,10,4.5,High Performer
S5116,Ahmed,Davis,student4116@university.com,Male,24,Business,99.06,65.34,77.23,52.16,99.59,4.49,95.87,52.35,B,25.2,Yes,Yes,,Medium,7,5.6,Average Performer
S5117,Omar,Brown,student4117@university.com,Male,24,CS,64.09,88.51,75.15,99.67,71.2,2.03,79.11,79.72,B,29.1,Yes,Yes,,High,6,7.1,Average Performer
S5118,Emma,Brown,student4118@university.com,Male,19,CS,72.07,62.81,66.96,51.34,96.37,5.89,58.83,88.73,C,13.2,No,Yes,Bachelor's,Medium,2,6.9,Average Performer
S5119,Maria,Brown,student4119@university.com,Male,23,CS,53.15,90.3,67.86,52.51,86.21,5.67,77.85,80.05,C,29.9,No,Yes,Bachelor's,Low,10,8.1,Average Performer
S5120,Liam,Brown,student4120@university.com,Female,19,Business,93.67,55.57,68.65,66.23,64.5,5.24,89.6,91.33,C,12.5,No,Yes,,Low,2,4.3,Average Performer
S5121,Omar,Williams,student4121@university.com,Male,18,Business,78.43,57.36,70.67,91.58,61.1,0.91,51.9,63.26,B,16.3,Yes,No,PhD,Low,3,6.4,Average Performer
S5122,Liam,Jones,student4122@university.com,Male,19,CS,69.26,80.67,79.42,62.86,99.78,9.27,71.7,53.86,B,22.7,No,Yes,PhD,Medium,10,8.2,Average Performer
S5123,Emma,Brown,student4123@university.com,Male,22,Engineering,55.64,52.76,63.79,73.6,88.61,5.92,52.13,86.05,C,8.9,Yes,Yes,Bachelor's,Low,1,9.0,Average Performer
S5124,Maria,Smith,student4124@university.com,Female,21,CS,97.34,53.75,73.27,,62.48,2.64,62.2,91.41,B,11.7,No,Yes,,Medium,9,4.6,Average Performer
S5125,John,Brown,student4125@university.com,Female,19,Engineering,76.51,58.32,63.05,,53.37,6.87,54.61,75.08,C,23.2,No,No,PhD,Medium,7,7.2,Average Performer
S5126,Sara,Jones,student4126@university.com,Male,19,CS,64.15,80.74,73.67,80.4,84.85,3.18,98.03,91.03,B,29.4,Yes,Yes,Bachelor's,Medium,7,4.0,Average Performer
S5127,John,Brown,student4127@university.com,Male,20,Engineering,67.51,93.36,83.06,,65.15,5.06,58.44,72.9,A,23.3,Yes,Yes,,Low,9,5.7,High Performer
S5128,Liam,Williams,student4128@university.com,Male,19,Engineering,63.53,80.47,71.12,84.71,61.07,3.41,57.51,59.93,B,26.6,No,No,,Medium,7,6.2,Average Performer
S5129,John,Johnson,student4129@university.com,Female,22,Mathematics,80.09,89.67,91.25,89.27,86.75,8.8,98.6,73.72,A+,5.9,Yes,Yes,,Medium,1,5.7,High Performer
S5130,Omar,Johnson,student4130@university.com,Male,21,CS,96.5,72.61,84.73,92.52,83.96,9.94,75.8,60.8,A,19.4,No,No,Master's,Medium,4,7.1,High Performer
S5131,Ali,Jones,student4131@university.com,Female,20,Business,,44.14,60.62,56.69,74.07,1.61,87.9,73.6,C,27.9,Yes,Yes,PhD,High,9,4.1,Average Performer
S5132,Liam,Johnson,student4132@university.com,Male,18,Engineering,73.02,46.03,70.35,72.78,97.13,0.24,66.37,57.38,B,22.1,No,No,High School,Low,6,8.5,Average Performer
S5133,Liam,Johnson,student4133@university.com,Female,24,Mathematics,91.32,73.26,88.92,97.35,83.98,2.19,76.64,59.28,A,21.9,No,Yes,High School,Low,8,5.6,High Performer
S5134,Omar,Smith,student4134@university.com,Female,18,CS,71.16,59.67,73.82,88.6,94.67,5.9,50.34,94.15,B,10.1,No,Yes,High School,Medium,3,4.8,Average Performer
S5135,Ahmed,Jones,student4135@university.com,Male,21,CS,62.62,53.23,56.35,55.85,59.53,1.74,70.44,55.79,D,26.5,Yes,Yes,High School,High,6,6.2,Needs Improvement
S5136,Maria,Jones,student4136@university.com,Male,24,Business,99.17,67.98,78.13,75.13,64.83,8.11,77.75,61.21,B,26.6,No,Yes,Master's,Low,4,6.6,Average Performer
S5137,Sara,Johnson,student4137@university.com,Male,18,CS,65.19,79.99,76.08,96.12,55.23,4.09,75.72,99.78,B,20.4,No,Yes,,Medium,8,4.3,Average Performer
S5138,Omar,Johnson,student4138@university.com,Male,22,CS,66.19,63.1,68.8,72.0,65.23,6.11,70.29,78.8,C,15.7,No,Yes,,Low,3,8.0,Average Performer
S5139,Maria,Johnson,student4139@university.com,Male,19,CS,99.48,88.15,93.87,91.87,98.59,4.56,89.4,79.29,A+,25.6,No,Yes,High School,Low,5,7.7,High Performer
S5140,Emma,Davis,student4140@university.com,Male,21,Business,56.7,84.31,78.05,74.79,98.14,9.03,75.08,92.25,B,16.6,No,Yes,,High,2,6.6,Average Performer
S5141,Maria,Williams,student4141@university.com,Male,24,CS,88.03,84.09,85.03,55.34,88.02,0.35,81.81,76.22,A,25.6,No,Yes,PhD,Medium,7,4.9,High Performer
S5142,Emma,Brown,student4142@university.com,Female,20,Business,96.79,99.11,87.75,57.39,76.05,7.29,59.23,61.09,A,17.1,No,Yes,PhD,Medium,9,8.6,High Performer
S5143,Omar,Williams,student4143@university.com,Male,19,Engineering,75.59,57.71,67.63,52.33,89.04,6.52,93.08,71.12,C,19.5,No,Yes,,Medium,5,8.0,Average Performer
S5144,Liam,Jones,student4144@university.com,Male,18,CS,50.13,78.68,61.62,59.77,77.67,6.5,68.14,87.75,C,23.7,No,Yes,PhD,Medium,9,5.2,Average Performer
S5145,Liam,Smith,student4145@university.com,Female,18,Engineering,68.75,91.33,71.16,94.68,50.18,4.14,74.11,93.62,B,11.6,No,Yes,Bachelor's,Low,2,7.7,Average Performer
S5146,Ahmed,Brown,student4146@university.com,Male,20,CS,55.58,74.77,71.77,82.51,75.08,0.16,67.61,63.66,B,11.2,No,Yes,,High,8,4.5,Average Performer
S5147,Omar,Smith,student4147@university.com,Male,22,Engineering,70.81,87.37,80.92,86.94,79.95,6.89,94.6,63.1,A,21.7,No,Yes,PhD,Medium,3,4.6,High Performer
S5148,Emma,Davis,student4148@university.com,Male,20,Engineering,,64.87,69.59,81.08,63.29,8.29,95.04,66.38,C,28.8,No,Yes,Master's,Low,10,6.2,Average Performer
