Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Performance
S2031,Liam,Jones,student1031@university.com,Male,21,Engineering,89.12,42.88,69.31,90.89,95.96,7.59,56.12,58.86,C,11.7,No,No,PhD,High,5,4.5,Average Performer
S2032,Ali,Brown,student1032@university.com,Female,21,CS,51.15,87.09,72.42,86.94,53.38,6.62,77.49,84.57,B,9.9,No,Yes,,Low,7,7.7,Average Performer
S2033,Emma,Williams,student1033@university.com,Male,18,Engineering,98.47,63.08,76.85,57.04,79.19,8.39,99.35,77.32,B,24.7,No,No,PhD,High,10,7.9,Average Performer
S2034,Ali,Williams,student1034@university.com,Female,20,Engineering,90.49,46.43,66.44,67.38,73.42,7.69,66.31,67.89,C,9.6,No,Yes,High School,Medium,5,6.9,Average Performer
S2035,Sara,Brown,student1035@university.com,Female,23,Business,87.56,85.76,88.57,81.93,74.53,6.39,65.09,83.22,A,10.9,No,Yes,PhD,Medium,4,6.1,High Performer
S2036,Liam,Jones,student1036@university.com,Male,23,Mathematics,88.02,90.95,80.47,74.79,73.0,1.61,95.17,59.6,A,29.7,Yes,No,PhD,Low,8,7.0,High Performer
S2037,Omar,Smith,student1037@university.com,Female,24,Engineering,69.45,75.24,67.71,55.75,91.87,9.19,55.87,72.85,C,22.6,No,Yes,Master's,Low,6,8.5,Average Performer
S2038,Ali,Brown,student1038@university.com,Male,22,Business,87.58,49.67,65.09,54.37,65.92,3.67,96.68,77.47,C,14.7,No,Yes,High School,Medium,2,5.8,Average Performer
S2039,John,Brown,student1039@university.com,Male,24,CS,69.34,40.91,67.05,89.07,73.14,9.64,88.97,72.93,C,23.8,Yes,Yes,Master's,Low,4,5.7,Average Performer
S2040,Ahmed,Brown,student1040@university.com,Male,20,Business,,82.05,77.05,57.8,60.03,4.02,69.54,69.88,B,16.7,No,Yes,PhD,High,3,7.1,Average Performer
S2041,Sara,Williams,student1041@university.com,Female,23,CS,,73.01,68.0,58.6,62.59,1.46,54.18,87.05,C,10.3,Yes,Yes,Master's,High,2,7.4,Average Performer
S2042,Omar,Johnson,student1042@university.com,Female,22,CS,64.62,79.05,81.05,91.55,83.02,8.85,50.96,82.81,A,17.2,No,Yes,Bachelor's,Medium,6,6.3,High Performer
S2043,Ali,Smith,student1043@university.com,Female,24,CS,77.57,88.79,78.73,80.61,55.85,7.95,68.79,81.97,B,24.3,Yes,Yes,PhD,Low,10,8.3,Average Performer
S2044,Emma,Jones,student1044@university.com,Male,22,Engineering,65.96,66.05,67.34,80.24,59.39,7.86,85.27,94.59,C,9.5,Yes,Yes,Bachelor's,Medium,1,5.8,Average Performer
S2045,John,Jones,student1045@university.com,Male,21,CS,71.21,47.47,66.88,73.97,76.4,0.89,74.38,99.68,C,17.1,No,Yes,,Low,10,7.2,Average Performer
S2046,John,Johnson,student1046@university.com,Male,19,Mathematics,74.62,96.4,80.87,,52.19,8.79,86.93,78.36,A,8.0,No,No,Bachelor's,High,4,7.3,High Performer
S2047,Ali,Brown,student1047@university.com,Female,21,CS,92.82,72.72,73.04,80.09,56.35,5.96,83.53,67.41,B,26.1,Yes,Yes,,Medium,8,5.5,Average Performer
S2048,Ahmed,Smith,student1048@university.com,Male,18,Mathematics,76.16,76.92,87.85,98.39,93.17,4.7,78.65,88.94,A,25.5,No,Yes,PhD,Low,5,4.1,High Performer
S2049,Ali,Jones,student1049@university.com,Male,23,Business,68.12,96.0,84.25,61.15,92.31,9.13,98.37,57.1,A,21.8,Yes,Yes,Bachelor's,Medium,3,8.1,High Performer
S2050,Sara,Davis,student1050@university.com,Female,22,CS,62.39,95.9,72.66,60.73,67.39,6.66,86.42,75.65,B,28.0,No,Yes,High School,Low,2,6.4,Average Performer
S2051,Ali,Jones,student1051@university.com,Female,24,CS,70.43,74.33,69.01,52.86,67.4,1.33,95.73,76.23,C,15.0,No,No,Bachelor's,Low,6,4.5,Average Performer
S2052,John,Brown,student1052@university.com,Female,19,Business,75.79,57.86,75.58,82.91,96.83,5.2,62.11,99.17,B,8.3,Yes,Yes,PhD,Low,4,8.8,Average Performer
S2053,Omar,Davis,student1053@university.com,Male,24,Engineering,87.31,99.83,85.1,77.45,51.29,6.37,85.68,99.55,A,29.4,Yes,Yes,High School,High,7,5.5,High Performer
S2054,Ali,Johnson,student1054@university.com,Male,23,Engineering,56.05,80.85,66.43,55.56,79.01,8.99,79.89,89.96,C,17.8,No,Yes,,Medium,8,6.4,Average Performer
S2055,Ahmed,Smith,student1055@university.com,Male,22,CS,61.08,64.51,64.51,68.23,79.87,2.8,96.21,73.65,C,16.9,No,Yes,High School,Low,9,6.4,Average Performer
S2056,Liam,Johnson,student1056@university.com,Female,22,Engineering,68.98,73.59,71.57,58.93,89.39,7.94,75.52,77.36,B,6.6,No,Yes,,Low,7,5.9,Average Performer
S2057,Omar,Johnson,student1057@university.com,Female,21,Mathematics,,64.95,76.92,66.57,97.59,8.0,63.98,65.99,B,19.3,No,Yes,High School,Medium,9,4.8,Average Performer
S2058,Emma,Smith,student1058@university.com,Female,19,CS,69.59,93.3,84.84,97.56,67.79,1.28,69.24,91.49,A,21.1,No,Yes,,Medium,4,7.5,High Performer
S2059,Maria,Smith,student1059@university.com,Female,19,Engineering,89.68,68.95,77.54,84.17,71.89,0.17,60.94,87.33,B,16.8,No,Yes,,Low,1,5.0,Average Performer
S2060,Ali,Jones,student1060@university.com,Male,23,CS,66.21,89.41,76.08,50.38,83.56,5.81,61.0,88.57,B,27.8,No,Yes,Bachelor's,Medium,7,7.4,Average Performer
S2061,Ahmed,Jones,student1061@university.com,Male,22,Business,75.09,90.41,72.9,62.63,98.36,7.89,73.52,56.93,B,23.6,No,Yes,Master's,Low,2,8.0,Average Performer
S2062,Omar,Smith,student1062@university.com,Male,19,Business,81.2,89.46,83.4,50.52,94.54,5.54,94.63,69.93,A,6.0,No,Yes,,High,10,4.1,High Performer
S2063,Ahmed,Davis,student1063@university.com,Male,19,CS,61.61,83.33,72.08,85.74,83.35,8.13,59.59,76.87,B,18.6,No,Yes,High School,Low,9,7.7,Average Performer
S2064,Emma,Williams,student1064@university.com,Male,24,CS,85.93,91.29,85.26,73.47,92.84,6.22,64.39,56.23,A,29.8,No,Yes,PhD,High,6,7.2,High Performer
S2065,John,Jones,student1065@university.com,Male,23,CS,77.36,63.23,70.06,99.7,54.26,6.53,92.65,68.43,B,10.0,Yes,Yes,High School,Medium,9,5.0,Average Performer
S2066,Ahmed,Williams,student1066@university.com,Male,21,Engineering,72.34,46.88,61.89,86.68,68.86,0.28,66.96,54.37,C,20.4,No,Yes,PhD,High,8,7.1,Average Performer
S2067,Omar,Davis,student1067@university.com,Male,24,Engineering,,90.55,80.67,75.9,50.65,0.89,98.12,97.94,A,11.8,Yes,Yes,,Medium,9,6.1,High Performer
S2068,Ahmed,Smith,student1068@university.com,Female,24,Mathematics,,69.89,69.57,,58.87,7.25,63.45,87.56,C,14.3,No,Yes,Bachelor's,High,7,4.4,Average Performer
S2069,Ahmed,Davis,student1069@university.com,Female,20,Engineering,94.16,47.64,75.24,85.24,81.52,7.63,72.11,81.04,B,5.8,No,Yes,,Low,3,6.6,Average Performer
S2070,Ahmed,Jones,student1070@university.com,Male,18,CS,78.05,46.92,66.28,62.19,94.28,5.42,54.78,60.24,C,22.2,No,Yes,PhD,Low,10,8.9,Average Performer
S2071,Sara,Johnson,student1071@university.com,Female,20,Business,80.46,49.55,70.46,76.51,81.64,5.9,99.61,66.71,B,24.1,No,Yes,,Low,5,7.2,Average Performer
S2072,Sara,Smith,student1072@university.com,Male,19,Engineering,,85.06,80.76,77.8,83.21,6.14,94.51,57.22,A,24.3,No,Yes,,Low,3,5.7,High Performer
S2073,John,Brown,student1073@university.com,Male,22,Engineering,90.88,82.65,75.13,72.56,55.19,1.05,90.88,76.81,B,29.3,Yes,Yes,Bachelor's,High,3,6.8,Average Performer
S2074,Ali,Williams,student1074@university.com,Female,18,CS,80.08,52.23,69.57,58.96,83.24,6.68,57.87,91.03,C,25.9,Yes,No,,Low,7,7.7,Average Performer
S2075,Ahmed,Davis,student1075@university.com,Male,18,CS,87.66,90.82,79.75,61.17,72.72,4.78,98.47,50.95,B,10.2,Yes,Yes,High School,High,6,4.8,Average Performer
S2076,Emma,Smith,student1076@university.com,Male,22,Mathematics,71.67,56.88,61.93,64.05,82.57,6.03,96.46,55.17,C,10.8,No,Yes,Bachelor's,Medium,5,6.6,Average Performer
S2077,Ali,Davis,student1077@university.com,Male,18,Engineering,77.37,87.58,77.49,,66.31,5.63,71.78,61.47,B,24.2,No,Yes,Master's,High,5,6.5,Average Performer
S2078,Emma,Smith,student1078@university.com,Male,22,CS,53.1,69.33,75.73,95.85,79.07,7.63,84.08,85.7,B,24.4,Yes,Yes,,Low,8,5.9,Average Performer
S2079,Ali,Jones,student1079@university.com,Male,18,Engineering,54.49,83.89,75.8,84.3,71.2,3.19,99.62,94.7,B,8.1,No,Yes,Bachelor's,Low,1,7.7,Average Performer
S2080,John,Jones,student1080@university.com,Male,24,Mathematics,91.47,62.88,76.99,84.48,77.93,3.74,70.49,87.65,B,5.2,No,Yes,Master's,Low,4,6.8,Average Performer
S2081,Ahmed,Jones,student1081@university.com,Male,23,CS,52.98,60.83,60.46,78.62,57.35,3.92,55.65,76.25,C,15.0,No,Yes,PhD,Medium,5,7.5,Average Performer
S2082,Ahmed,Davis,student1082@university.com,Female,23,Engineering,58.47,90.48,75.61,84.47,69.79,7.62,93.39,55.26,B,22.4,No,Yes,Master's,High,9,7.0,Average Performer
S2083,Maria,Brown,student1083@university.com,Female,20,Mathematics,89.79,42.12,78.03,99.09,68.71,4.31,73.82,87.75,B,26.7,No,Yes,PhD,Low,1,7.9,Average Performer
S2084,Emma,Jones,student1084@university.com,Male,24,CS,50.06,98.48,77.51,69.26,86.82,1.77,99.35,55.28,B,9.1,Yes,No,,Medium,9,7.2,Average Performer
S2085,Ali,Smith,student1085@university.com,Female,18,Business,,78.89,81.54,85.63,85.32,9.83,77.54,67.38,A,25.4,No,Yes,,Low,6,7.4,High Performer
S2086,Ali,Jones,student1086@university.com,Male,21,Engineering,,65.95,76.8,67.98,95.44,4.93,51.47,65.4,B,22.1,No,Yes,,High,3,5.1,Average Performer
S2087,Liam,Johnson,student1087@university.com,Male,22,Engineering,79.77,77.68,79.04,,81.6,1.09,74.59,67.96,B,9.1,No,Yes,,High,3,8.2,Average Performer
S2088,Liam,Jones,student1088@university.com,Male,24,CS,,47.36,66.96,92.9,65.73,6.7,85.9,66.48,C,26.8,Yes,Yes,PhD,Low,4,4.8,Average Performer
S2089,Sara,Davis,student1089@university.com,Male,18,CS,75.3,70.84,79.19,95.11,89.16,7.39,51.3,88.46,B,28.3,No,Yes,,Medium,5,5.7,Average Performer
S2090,Maria,Brown,student1090@university.com,Female,23,Engineering,75.47,99.11,78.4,50.27,74.85,5.0,70.67,58.59,B,11.6,Yes,Yes,Bachelor's,Medium,9,8.4,Average Performer
S2091,Omar,Johnson,student1091@university.com,Female,23,CS,86.27,54.12,66.64,64.91,59.67,6.46,57.78,92.29,C,8.7,No,No,Master's,Medium,6,4.5,Average Performer
S2092,Liam,Davis,student1092@university.com,Female,22,Engineering,74.93,83.34,78.28,56.7,87.37,1.73,82.15,92.91,B,29.2,Yes,Yes,,Low,5,8.3,Average Performer
S2093,Omar,Davis,student1093@university.com,Female,21,CS,80.42,66.1,70.45,72.7,56.63,3.68,97.87,74.55,B,5.6,Yes,Yes,High School,High,6,6.4,Average Performer
S2094,Sara,Davis,student1094@university.com,Male,18,CS,94.89,79.15,82.16,74.77,58.91,1.62,81.23,55.31,A,28.7,No,No,,Low,6,4.9,High Performer
S2095,Sara,Smith,student1095@university.com,Female,18,Mathematics,70.07,52.29,64.83,62.8,87.94,3.87,84.74,78.77,C,10.4,No,Yes,PhD,Medium,9,7.7,Average Performer
S2096,Sara,Davis,student1096@university.com,Male,21,Engineering,69.26,68.23,75.4,86.17,88.51,5.63,69.83,91.05,B,16.0,No,Yes,PhD,Low,10,5.4,Average Performer
S2097,Emma,Smith,student1097@university.com,Male,21,Mathematics,50.18,98.81,69.77,63.49,89.54,4.43,78.16,64.47,C,12.7,No,Yes,Master's,Medium,7,7.4,Average Performer
S2098,Emma,Davis,student1098@university.com,Female,21,CS,80.67,51.72,73.29,92.69,64.67,5.93,77.19,91.89,B,8.8,Yes,Yes,Bachelor's,High,7,8.0,Average Performer
S2099,John,Williams,student1099@university.com,Male,23,Engineering,51.49,78.19,69.63,58.88,93.33,5.02,87.98,83.85,C,13.8,No,Yes,Bachelor's,Low,4,6.8,Average Performer
S2100,John,Johnson,student1100@university.com,Female,22,CS,75.21,74.54,79.53,,86.13,3.18,92.85,99.36,B,18.5,Yes,Yes,High School,High,5,7.9,Average Performer
S2101,Sara,Williams,student1101@university.com,Female,24,Business,90.21,73.9,74.22,81.11,91.7,1.43,83.14,91.24,B,7.3,No,Yes,,Medium,7,8.7,Average Performer
S2102,Maria,Davis,student1102@university.com,Female,21,Business,77.5,76.91,85.3,80.27,85.43,2.53,98.99,60.08,A,25.2,No,Yes,,Low,8,6.8,High Performer
S2103,Ali,Johnson,student1103@university.com,Female,22,CS,63.48,70.13,65.8,53.9,78.98,2.01,91.41,72.45,C,25.0,Yes,Yes,,Low,6,4.8,Average Performer
S2104,Emma,Johnson,student1104@university.com,Female,20,Mathematics,89.31,41.02,71.26,92.31,55.47,7.07,56.23,55.18,B,24.9,No,Yes,,Medium,8,7.5,Average Performer
S2105,Maria,Brown,student1105@university.com,Male,18,CS,63.49,94.01,77.64,79.9,85.55,8.2,75.37,53.48,B,22.2,Yes,Yes,High School,Low,9,6.1,Average Performer
S2106,Ahmed,Williams,student1106@university.com,Female,18,Engineering,86.65,89.62,90.58,93.49,84.52,7.2,95.16,85.3,A+,16.4,No,Yes,High School,High,1,6.7,High Performer
S2107,Emma,Brown,student1107@university.com,Female,19,Mathematics,80.51,50.45,67.17,93.38,65.62,6.44,97.2,95.65,C,25.8,No,Yes,,Low,4,7.1,Average Performer
S2108,Emma,Johnson,student1108@university.com,Male,20,Business,58.5,64.8,66.84,77.3,86.79,3.08,69.01,98.68,C,26.3,No,Yes,Master's,Medium,9,7.6,Average Performer
S2109,John,Smith,student1109@university.com,Female,24,Mathematics,95.26,86.23,95.24,95.54,77.52,7.11,86.29,63.52,A+,12.1,No,Yes,,Medium,5,7.2,High Performer
S2110,Ali,Johnson,student1110@university.com,Female,21,CS,60.03,98.8,82.2,92.42,77.97,6.05,70.53,60.09,A,17.0,Yes,Yes,High School,Low,4,5.2,High Performer
S2111,Ali,Brown,student1111@university.com,Male,21,CS,99.48,97.07,94.31,97.91,68.38,0.47,56.18,78.01,A+,10.1,No,Yes,,High,9,7.7,High Performer
S2112,Liam,Williams,student1112@university.com,Male,24,CS,50.37,93.96,77.49,92.52,55.84,9.08,94.23,60.04,B,11.4,No,Yes,PhD,Low,2,8.0,Average Performer
S2113,Omar,Davis,student1113@university.com,Female,23,Engineering,63.17,49.5,65.1,91.06,60.85,0.8,96.6,64.8,C,11.0,No,Yes,PhD,High,2,4.2,Average Performer
S2114,Omar,Davis,student1114@university.com,Male,20,Business,59.99,94.87,79.61,73.47,88.44,5.03,75.24,91.86,B,25.7,No,Yes,High School,Low,8,5.5,Average Performer
S2115,Omar,Williams,student1115@university.com,Female,21,CS,50.7,92.71,70.41,60.6,63.57,5.13,50.92,90.52,B,11.3,No,Yes,,Low,8,8.9,Average Performer
S2116,Omar,Davis,student1116@university.com,Male,19,Engineering,86.62,62.62,81.74,95.54,50.11,8.37,90.8,94.75,A,18.7,No,Yes,Master's,High,5,4.9,High Performer
S2117,Ahmed,Davis,student1117@university.com,Female,22,CS,84.67,63.67,79.72,86.13,99.85,9.13,73.85,74.11,B,20.7,No,Yes,Bachelor's,Medium,6,4.9,Average Performer
S2118,Ahmed,Brown,student1118@university.com,Female,18,CS,89.62,67.59,73.04,64.09,60.53,9.4,53.75,78.2,B,23.6,Yes,No,Bachelor's,Medium,5,7.0,Average Performer
S2119,Emma,Williams,student1119@university.com,Female,20,Engineering,62.83,79.37,75.61,67.05,82.77,5.7,59.47,88.53,B,5.7,No,Yes,PhD,Low,8,5.7,Average Performer
S2120,Sara,Jones,student1120@university.com,Male,18,Engineering,,55.65,76.82,84.3,96.35,6.79,57.61,61.96,B,16.9,No,Yes,Bachelor's,Low,6,7.3,Average Performer
S2121,John,Smith,student1121@university.com,Female,22,Business,,41.38,67.54,73.89,79.99,0.89,84.31,91.15,C,12.3,No,Yes,,Medium,6,5.3,Average Performer
S2122,John,Smith,student1122@university.com,Male,20,CS,71.99,48.47,64.78,54.07,89.95,4.88,64.97,50.88,C,25.8,No,Yes,High School,Medium,7,6.1,Average Performer
S2123,Omar,Davis,student1123@university.com,Female,22,Business,84.87,66.41,71.51,57.07,98.82,8.98,56.38,89.88,B,5.9,Yes,Yes,Master's,Low,2,9.0,Average Performer
S2124,Emma,Smith,student1124@university.com,Female,21,CS,81.7,56.92,78.25,,93.02,4.56,95.88,88.8,B,10.2,Yes,Yes,Master's,Low,9,5.9,Average Performer
S2125,Liam,Williams,student1125@university.com,Female,24,CS,55.73,85.87,68.31,66.43,77.9,0.7,97.83,65.09,C,12.9,No,Yes,,High,3,4.4,Average Performer
S2126,Maria,Williams,student1126@university.com,Female,21,Engineering,89.05,46.4,69.17,75.38,68.19,2.01,56.93,86.4,C,6.9,No,No,Bachelor's,High,9,7.7,Average Performer
S2127,Sara,Johnson,student1127@university.com,Female,24,Business,,95.05,82.51,88.33,74.12,4.3,61.51,60.7,A,14.9,Yes,Yes,,Low,10,6.9,High Performer
S2128,Emma,Johnson,student1128@university.com,Male,21,CS,82.79,93.72,88.77,87.56,92.09,2.38,79.61,78.81,A,23.6,No,Yes,,Medium,5,6.2,High Performer
S2129,Sara,Smith,student1129@university.com,Male,22,CS,57.75,94.53,76.97,58.35,92.67,3.92,57.53,85.03,B,10.3,Yes,Yes,,Low,1,8.5,Average Performer
S2130,Sara,Jones,student1130@university.com,Male,22,Engineering,63.4,84.38,74.34,54.92,92.29,3.33,57.93,85.73,B,23.9,No,No,Master's,High,10,4.7,Average Performer
S2131,Sara,Johnson,student1131@university.com,Female,22,CS,69.66,46.42,66.3,79.56,79.86,3.19,66.83,99.15,C,18.2,Yes,Yes,,Low,4,6.4,Average Performer
S2132,Emma,Johnson,student1132@university.com,Female,18,Business,64.0,66.29,75.74,87.08,73.85,0.91,97.46,59.1,B,13.6,No,Yes,Master's,Medium,6,5.0,Average Performer
S2133,Omar,Williams,student1133@university.com,Male,22,Business,61.39,47.88,57.86,57.45,65.57,8.83,98.12,74.04,D,14.2,Yes,Yes,,Medium,3,4.4,Needs Improvement
S2134,John,Jones,student1134@university.com,Female,21,CS,90.27,99.26,82.34,68.6,50.17,6.93,92.09,94.01,A,7.9,No,Yes,PhD,Low,6,6.2,High Performer
S2135,John,Davis,student1135@university.com,Female,19,Engineering,81.91,59.98,80.39,93.51,88.22,6.23,84.79,78.08,A,11.2,No,Yes,Master's,Medium,1,8.7,High Performer
S2136,Omar,Smith,student1136@university.com,Female,22,Business,78.27,75.12,82.36,97.21,63.85,6.06,86.03,93.82,A,23.3,Yes,Yes,PhD,Low,10,7.6,High Performer
S2137,Sara,Johnson,student1137@university.com,Male,19,CS,61.3,86.76,69.59,72.7,66.48,3.97,73.48,71.7,C,26.6,Yes,Yes,,Low,10,5.2,Average Performer
S2138,Maria,Jones,student1138@university.com,Male,24,Engineering,95.9,95.24,88.52,53.98,92.17,8.23,76.51,89.77,A,11.6,Yes,Yes,,Medium,9,6.3,High Performer
S2139,Ali,Jones,student1139@university.com,Male,21,CS,59.56,85.33,70.3,62.88,52.61,9.3,81.72,93.5,B,19.7,Yes,No,,High,9,8.0,Average Performer
S2140,Emma,Smith,student1140@university.com,Male,22,Engineering,89.75,80.47,80.98,61.65,96.38,0.06,86.56,92.32,A,5.9,Yes,Yes,,High,4,5.0,High Performer
S2141,Ali,Jones,student1141@university.com,Male,18,CS,98.33,67.96,77.31,61.95,50.07,0.79,54.84,93.57,B,6.9,No,Yes,Bachelor's,High,2,5.0,Average Performer
S2142,Liam,Jones,student1142@university.com,Female,18,Business,86.35,76.32,81.65,74.69,96.96,6.75,61.24,60.98,A,29.1,No,Yes,Master's,High,8,4.9,High Performer
S2143,Omar,Jones,student1143@university.com,Female,24,CS,99.64,45.65,72.99,79.16,72.74,2.36,98.15,71.95,B,27.4,Yes,Yes,High School,Medium,7,7.0,Average Performer
S2144,Maria,Johnson,student1144@university.com,Female,19,CS,82.55,93.04,76.3,56.13,55.11,9.12,66.76,58.73,B,7.0,Yes,Yes,PhD,Low,1,4.1,Average Performer
S2145,Emma,Smith,student1145@university.com,Female,23,Business,60.87,72.63,75.18,94.47,83.71,6.67,63.42,59.03,B,25.6,No,Yes,Master's,High,6,6.9,Average Performer
S2146,Omar,Jones,student1146@university.com,Male,18,CS,60.19,42.41,60.03,81.0,94.79,3.68,71.1,74.39,C,7.6,No,Yes,PhD,Low,10,8.1,Average Performer
S2147,Sara,Jones,student1147@university.com,Male,18,CS,66.23,95.19,75.62,79.86,71.9,4.15,64.55,98.0,B,25.7,Yes,Yes,Bachelor's,High,5,7.9,Average Performer
S2148,John,Johnson,student1148@university.com,Female,18,CS,50.36,69.36,76.73,99.36,84.57,6.91,54.56,79.6,B,27.8,Yes,Yes,,Medium,2,7.3,Average Performer
