Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Performance
S3019,Maria,Johnson,student2019@university.com,Male,21,Business,54.85,98.03,66.9,54.86,59.21,0.72,69.35,52.41,C,23.9,No,Yes,Master's,Low,3,6.1,Average Performer
S3020,Omar,Smith,student2020@university.com,Male,19,Business,64.53,79.7,73.48,64.77,87.28,0.15,69.69,75.82,B,7.0,Yes,Yes,,Medium,6,7.3,Average Performer
S3021,John,Williams,student2021@university.com,Female,22,Engineering,82.99,94.3,86.37,71.41,89.0,8.23,90.31,61.25,A,17.0,No,Yes,,Medium,2,6.6,High Performer
S3022,Sara,Brown,student2022@university.com,Male,19,CS,54.93,50.73,71.28,98.2,88.85,3.87,73.44,69.18,B,12.5,No,Yes,High School,Low,1,8.7,Average Performer
S3023,Ali,Jones,student2023@university.com,Male,18,CS,78.03,68.99,74.93,82.65,98.45,2.76,53.12,74.68,B,21.2,Yes,Yes,High School,Low,9,6.4,Average Performer
S3024,Ahmed,Davis,student2024@university.com,Male,23,Engineering,55.99,94.52,72.78,89.14,94.21,1.88,96.03,72.5,B,29.0,No,Yes,,Medium,3,5.3,Average Performer
S3025,Sara,Johnson,student2025@university.com,Female,23,Engineering,60.58,59.36,63.99,66.28,74.89,3.46,68.66,87.4,C,20.8,No,No,,High,7,6.4,Average Performer
S3026,Omar,Davis,student2026@university.com,Female,21,Business,58.61,98.06,79.36,57.23,70.75,9.71,83.43,95.59,B,23.6,No,Yes,PhD,Medium,9,8.6,Average Performer
S3027,Liam,Jones,student2027@university.com,Male,19,Engineering,53.36,45.82,62.7,62.84,95.79,9.77,83.37,65.01,C,15.0,No,Yes,Bachelor's,Medium,4,6.5,Average Performer
S3028,Sara,Davis,student2028@university.com,Female,22,CS,83.57,94.16,83.3,62.82,80.56,3.32,52.82,51.23,A,5.8,No,Yes,PhD,Medium,9,4.7,High Performer
S3029,Liam,Brown,student2029@university.com,Male,21,CS,,66.71,70.13,79.16,64.72,9.64,50.18,94.7,B,15.5,Yes,Yes,PhD,High,4,6.7,Average Performer
S3030,Omar,Williams,student2030@university.com,Female,24,CS,91.55,44.42,72.13,,78.22,3.0,54.4,98.94,B,17.8,No,Yes,,Low,2,5.9,Average Performer
S3031,Ali,Brown,student2031@university.com,Male,24,CS,54.94,92.77,79.55,92.87,99.61,8.54,97.83,71.67,B,17.3,No,Yes,,Medium,6,7.2,Average Performer
S3032,Omar,Davis,student2032@university.com,Female,20,CS,57.24,55.12,71.65,99.43,92.47,2.12,89.7,72.79,B,10.8,Yes,Yes,,Medium,9,5.2,Average Performer
S3033,Sara,Brown,student2033@university.com,Female,23,CS,65.32,41.34,58.62,67.16,64.06,8.26,56.6,57.21,D,16.9,No,Yes,High School,Medium,3,5.6,Needs Improvement
S3034,Ahmed,Jones,student2034@university.com,Female,22,CS,88.29,48.15,78.22,85.25,97.65,3.54,80.74,73.78,B,22.9,No,Yes,Master's,Low,2,6.6,Average Performer
S3035,Emma,Johnson,student2035@university.com,Male,19,CS,65.29,79.55,87.14,82.87,99.07,1.96,80.6,65.17,A,12.8,No,Yes,Bachelor's,High,5,4.6,High Performer
S3036,Sara,Brown,student2036@university.com,Male,21,Business,70.42,98.67,78.02,59.72,61.56,9.35,50.03,99.72,B,20.9,No,Yes,High School,Low,7,5.1,Average Performer
S3037,Omar,Jones,student2037@university.com,Male,22,CS,65.08,46.69,67.74,95.9,94.78,2.14,71.45,59.24,C,8.8,No,Yes,,Low,6,8.0,Average Performer
S3038,Emma,Johnson,student2038@university.com,Female,21,Engineering,54.01,67.72,68.91,,94.16,9.92,85.59,68.93,C,12.0,Yes,Yes,PhD,Low,4,8.7,Average Performer
S3039,Omar,Williams,student2039@university.com,Female,21,Business,,50.84,60.37,86.85,51.99,1.09,59.34,80.83,C,27.1,Yes,Yes,,Medium,9,8.8,Average Performer
S3040,Ahmed,Davis,student2040@university.com,Male,21,Engineering,77.43,84.7,76.79,67.38,83.48,0.1,92.55,67.26,B,20.7,No,Yes,,Medium,1,8.7,Average Performer
S3041,Omar,Williams,student2041@university.com,Female,19,Mathematics,89.39,47.08,65.53,68.35,65.26,8.71,83.02,73.72,C,7.1,Yes,No,PhD,Low,10,8.7,Average Performer
S3042,Ali,Smith,student2042@university.com,Male,22,CS,82.92,54.39,69.45,72.77,83.73,5.87,50.35,98.67,C,11.6,No,Yes,Master's,Low,1,8.1,Average Performer
S3043,John,Jones,student2043@university.com,Male,18,Business,,51.78,74.3,93.23,95.68,4.22,92.75,75.4,B,29.8,No,Yes,PhD,Low,7,7.7,Average Performer
S3044,Liam,Johnson,student2044@university.com,Male,18,Mathematics,54.48,73.15,62.12,57.01,74.94,0.82,50.97,95.52,C,11.8,No,Yes,,Medium,5,5.2,Average Performer
S3045,Liam,Brown,student2045@university.com,Male,19,Business,82.14,92.39,81.5,52.73,70.72,5.75,94.4,52.15,A,19.5,No,Yes,High School,High,4,6.2,High Performer
S3046,Sara,Williams,student2046@university.com,Female,24,CS,57.77,70.67,71.44,,96.08,3.94,66.69,55.99,B,18.8,No,Yes,,Low,5,6.0,Average Performer
S3047,John,Johnson,student2047@university.com,Female,19,CS,70.72,43.49,61.77,52.78,98.71,4.84,84.93,97.23,C,15.1,No,Yes,Bachelor's,Medium,3,7.7,Average Performer
S3048,Omar,Jones,student2048@university.com,Female,23,CS,81.46,73.8,74.13,84.38,53.11,6.3,89.37,56.44,B,5.8,No,No,,Low,1,6.4,Average Performer
S3049,Ahmed,Smith,student2049@university.com,Male,21,Engineering,89.11,87.85,89.97,88.02,96.14,6.4,64.06,86.83,A,12.1,No,Yes,Bachelor's,Medium,9,5.8,High Performer
S3050,Sara,Williams,student2050@university.com,Female,22,Business,84.25,47.93,71.19,92.74,54.14,9.61,67.82,72.3,B,28.8,No,Yes,,Medium,5,8.1,Average Performer
S3051,Omar,Davis,student2051@university.com,Male,22,CS,,44.36,63.11,87.19,66.86,6.55,75.48,70.34,C,5.5,Yes,Yes,High School,Medium,10,7.7,Average Performer
S3052,Emma,Johnson,student2052@university.com,Male,20,Engineering,57.45,51.27,65.59,95.82,88.13,3.39,79.13,82.96,C,22.9,No,Yes,,Low,6,5.8,Average Performer
S3053,Maria,Davis,student2053@university.com,Male,20,Engineering,67.31,84.77,79.76,87.42,88.85,3.3,64.6,86.38,B,27.3,Yes,No,,High,8,6.1,Average Performer
S3054,Omar,Johnson,student2054@university.com,Male,18,Engineering,,75.5,77.41,96.8,86.29,4.77,99.62,96.6,B,24.1,No,Yes,High School,High,10,8.5,Average Performer
S3055,John,Johnson,student2055@university.com,Male,20,Business,85.97,72.44,68.41,59.66,51.96,2.59,86.85,62.84,C,13.1,Yes,Yes,,High,6,7.7,Average Performer
S3056,Sara,Jones,student2056@university.com,Male,20,Business,,54.97,64.02,74.99,56.65,3.76,63.71,84.9,C,18.0,No,Yes,,Medium,10,7.4,Average Performer
S3057,John,Jones,student2057@university.com,Female,18,CS,63.21,59.93,77.02,99.7,96.81,8.42,82.02,67.11,B,26.7,No,No,PhD,Low,3,7.6,Average Performer
S3058,Sara,Jones,student2058@university.com,Female,23,Engineering,54.38,97.95,76.31,84.08,54.07,8.6,71.77,85.88,B,29.4,No,Yes,,Medium,8,4.5,Average Performer
S3059,Omar,Brown,student2059@university.com,Female,24,CS,73.78,54.44,68.64,93.93,53.93,6.28,93.02,57.11,C,7.4,Yes,Yes,High School,Medium,2,6.8,Average Performer
S3060,Ali,Johnson,student2060@university.com,Female,18,Engineering,92.83,94.1,87.41,51.52,91.78,5.83,66.45,72.88,A,8.1,No,Yes,,High,7,5.5,High Performer
S3061,Emma,Williams,student2061@university.com,Male,24,Mathematics,77.6,74.83,80.09,93.59,82.06,4.27,59.39,59.18,A,28.9,Yes,Yes,PhD,Low,6,4.4,High Performer
S3062,Omar,Davis,student2062@university.com,Male,20,Business,52.34,47.4,60.58,84.89,67.58,6.36,52.31,66.82,C,26.8,No,No,,High,2,7.7,Average Performer
S3063,Liam,Jones,student2063@university.com,Female,22,Engineering,98.71,68.04,73.57,58.54,58.29,8.06,99.22,85.78,B,10.3,No,Yes,,Medium,4,5.5,Average Performer
S3064,John,Jones,student2064@university.com,Female,20,CS,91.43,96.91,86.53,51.28,94.21,7.38,67.96,61.67,A,29.3,No,Yes,,Low,3,5.6,High Performer
S3065,Maria,Davis,student2065@university.com,Female,21,CS,56.58,65.11,65.53,63.0,99.43,0.35,61.03,84.24,C,10.2,No,Yes,PhD,Low,1,7.2,Average Performer
S3066,Maria,Davis,student2066@university.com,Female,24,Engineering,96.09,91.8,80.67,95.79,52.5,7.31,74.59,74.8,A,7.2,Yes,Yes,Master's,High,3,7.3,High Performer
S3067,Ahmed,Johnson,student2067@university.com,Female,24,CS,72.53,55.39,69.08,83.41,77.71,7.2,64.58,54.6,C,22.0,No,Yes,,Low,7,6.4,Average Performer
S3068,Sara,Jones,student2068@university.com,Female,21,Engineering,68.59,74.26,79.49,95.97,63.07,0.99,61.65,69.33,B,18.5,Yes,Yes,Master's,Medium,6,6.8,Average Performer
S3069,John,Davis,student2069@university.com,Female,21,CS,73.05,90.63,84.62,72.31,91.62,1.5,80.82,93.46,A,11.0,Yes,Yes,,Medium,3,8.2,High Performer
S3070,Ahmed,Brown,student2070@university.com,Female,23,CS,91.73,95.24,93.21,96.83,67.3,7.88,53.74,99.46,A+,28.2,No,Yes,Master's,Low,2,4.5,High Performer
S3071,John,Brown,student2071@university.com,Male,19,CS,,69.15,78.12,73.15,85.73,5.59,75.45,68.45,B,15.1,No,Yes,PhD,Medium,6,4.3,Average Performer
S3072,Liam,Jones,student2072@university.com,Male,21,Mathematics,52.96,78.38,67.18,60.21,76.98,8.22,69.37,52.74,C,15.1,No,Yes,Bachelor's,Low,7,7.3,Average Performer
S3073,Sara,Davis,student2073@university.com,Male,24,Business,97.88,40.18,67.09,57.57,77.08,1.85,76.63,56.51,C,20.8,No,Yes,High School,Medium,2,7.0,Average Performer
S3074,Omar,Johnson,student2074@university.com,Male,22,CS,,55.19,74.05,99.69,92.9,0.31,66.02,89.41,B,10.8,No,Yes,Bachelor's,Medium,7,4.9,Average Performer
S3075,Omar,Johnson,student2075@university.com,Female,24,CS,87.28,56.72,69.45,66.69,73.52,1.62,78.52,82.79,C,19.7,No,Yes,Bachelor's,Low,3,6.6,Average Performer
S3076,Maria,Johnson,student2076@university.com,Male,24,Engineering,81.81,45.61,67.8,58.0,92.28,4.53,54.09,64.25,C,14.1,Yes,Yes,PhD,Medium,6,7.7,Average Performer
S3077,Omar,Smith,student2077@university.com,Female,23,CS,59.38,56.78,61.61,50.42,68.17,5.23,68.81,69.56,C,22.4,Yes,Yes,Bachelor's,High,5,7.7,Average Performer
S3078,Omar,Jones,student2078@university.com,Male,19,Engineering,58.54,59.27,59.56,64.28,58.74,8.58,61.87,90.56,D,11.2,Yes,Yes,Bachelor's,Low,1,7.0,Needs Improvement
S3079,Liam,Johnson,student2079@university.com,Female,19,Business,93.52,98.13,90.86,94.46,72.77,7.16,71.9,70.66,A+,9.6,Yes,Yes,PhD,Medium,9,4.7,High Performer
S3080,Ali,Brown,student2080@university.com,Female,21,Engineering,70.98,80.12,75.54,,74.92,9.9,69.92,87.79,B,11.2,No,Yes,High School,Low,4,5.5,Average Performer
S3081,Maria,Davis,student2081@university.com,Male,20,Engineering,82.73,65.56,76.98,81.62,73.92,0.79,81.56,64.76,B,28.4,No,Yes,High School,High,5,6.0,Average Performer
S3082,Ahmed,Williams,student2082@university.com,Male,24,Engineering,75.2,99.28,81.5,,90.42,1.3,81.44,86.24,A,26.2,No,Yes,,High,3,7.9,High Performer
S3083,Emma,Williams,student2083@university.com,Female,18,Mathematics,86.37,49.19,63.1,75.64,78.23,0.84,70.67,73.32,C,25.7,Yes,Yes,,Medium,7,6.7,Average Performer
S3084,Ali,Johnson,student2084@university.com,Female,20,Mathematics,,68.56,74.19,,94.42,5.38,59.08,77.27,B,24.5,No,Yes,PhD,Low,10,7.7,Average Performer
S3085,Ahmed,Williams,student2085@university.com,Female,20,Engineering,64.37,78.82,67.83,66.19,75.71,2.67,79.1,79.94,C,20.9,No,Yes,Master's,High,4,8.6,Average Performer
S3086,Sara,Williams,student2086@university.com,Male,19,CS,68.17,43.33,58.24,,61.24,6.84,98.33,72.53,D,7.5,No,Yes,,Medium,4,7.1,Needs Improvement
S3087,Ali,Smith,student2087@university.com,Male,19,Engineering,92.95,83.02,75.76,53.94,56.47,1.33,59.27,73.31,B,13.1,No,Yes,PhD,Medium,9,5.2,Average Performer
S3088,Liam,Brown,student2088@university.com,Female,23,CS,73.4,45.99,68.02,86.24,93.42,1.03,53.45,63.29,C,19.0,No,Yes,,Low,3,4.7,Average Performer
S3089,Ahmed,Brown,student2089@university.com,Male,23,Engineering,60.67,48.42,64.03,83.03,52.81,4.6,63.23,99.29,C,7.6,No,Yes,Bachelor's,Medium,5,4.0,Average Performer
S3090,Sara,Smith,student2090@university.com,Female,19,Engineering,96.73,49.58,67.65,59.58,55.88,3.76,70.65,95.29,C,5.8,Yes,Yes,High School,Medium,3,4.9,Average Performer
S3091,Maria,Smith,student2091@university.com,Male,22,CS,89.83,95.73,83.22,69.44,53.18,8.29,65.31,76.37,A,7.3,No,Yes,Bachelor's,Low,2,5.3,High Performer
S3092,Emma,Williams,student2092@university.com,Male,22,CS,52.78,80.99,69.85,65.64,71.19,8.38,91.74,51.73,C,7.7,No,Yes,,Low,6,5.3,Average Performer
S3093,Sara,Jones,student2093@university.com,Male,18,Engineering,99.95,79.33,76.77,54.72,76.63,1.17,74.65,58.42,B,7.7,No,No,Master's,Medium,8,7.3,Average Performer
S3094,Omar,Davis,student2094@university.com,Male,19,Business,84.75,73.33,77.7,79.24,50.99,8.12,62.31,92.7,B,9.8,No,Yes,Master's,Medium,5,4.8,Average Performer
S3095,John,Davis,student2095@university.com,Male,21,Engineering,58.01,57.57,68.63,99.68,75.78,5.64,97.51,96.54,C,17.5,No,Yes,PhD,Low,2,6.2,Average Performer
S3096,Sara,Williams,student2096@university.com,Female,23,Engineering,61.86,77.25,73.02,,69.69,5.04,56.25,58.06,B,12.1,No,Yes,,Low,5,4.0,Average Performer
S3097,Sara,Davis,student2097@university.com,Female,19,CS,84.62,64.61,73.54,77.26,88.68,0.95,56.15,86.73,B,26.5,Yes,Yes,PhD,Low,10,5.3,Average Performer
S3098,Emma,Smith,student2098@university.com,Male,22,Engineering,88.99,48.72,63.22,52.02,91.5,7.4,62.26,81.15,C,26.9,Yes,Yes,,High,6,4.2,Average Performer
S3099,John,Brown,student2099@university.com,Female,19,Engineering,61.95,81.38,73.55,56.96,84.25,0.6,53.84,65.17,B,28.0,No,Yes,,Low,1,7.5,Average Performer
S3100,Omar,Davis,student2100@university.com,Female,22,Engineering,62.85,47.77,62.89,75.66,73.67,2.78,87.58,71.8,C,16.8,No,Yes,Master's,High,3,5.8,Average Performer
S3101,Ahmed,Williams,student2101@university.com,Male,19,CS,65.36,51.44,63.88,99.26,60.81,0.95,65.64,83.86,C,24.4,No,Yes,,Medium,7,6.4,Average Performer
S3102,Ahmed,Jones,student2102@university.com,Female,24,Engineering,,89.06,83.9,93.83,92.36,5.31,86.49,55.06,A,19.8,No,Yes,,Medium,9,7.8,High Performer
S3103,Sara,Williams,student2103@university.com,Male,21,CS,58.59,79.61,72.28,67.01,67.08,6.45,88.14,59.45,B,8.6,No,Yes,,High,8,8.3,Average Performer
S3104,Liam,Johnson,student2104@university.com,Female,18,CS,55.21,77.86,65.85,77.15,67.81,8.91,61.88,51.67,C,20.9,No,Yes,,Low,4,6.6,Average Performer
S3105,Liam,Williams,student2105@university.com,Female,24,Mathematics,83.94,65.09,82.22,,95.8,7.34,75.92,95.11,A,25.9,Yes,Yes,,Medium,6,7.2,High Performer
S3106,John,Smith,student2106@university.com,Female,21,CS,88.95,63.78,77.98,84.27,98.78,9.61,75.98,78.69,B,13.7,No,Yes,Master's,Medium,10,7.7,Average Performer
S3107,John,Brown,student2107@university.com,Female,22,CS,,81.42,84.24,84.39,94.91,7.61,93.57,76.17,A,23.7,Yes,Yes,Master's,High,9,5.4,High Performer
S3108,Omar,Brown,student2108@university.com,Female,23,Engineering,68.19,84.4,81.9,89.49,99.91,2.98,51.28,85.31,A,24.4,No,Yes,Bachelor's,Low,7,7.5,High Performer
S3109,Emma,Davis,student2109@university.com,Female,23,Business,71.6,70.61,72.27,51.25,93.45,5.48,65.84,99.42,B,21.1,No,Yes,PhD,Medium,10,7.3,Average Performer
S3110,Maria,Smith,student2110@university.com,Female,20,Engineering,69.42,98.16,85.77,97.18,85.22,4.58,94.12,58.61,A,27.1,No,No,,High,2,6.2,High Performer
S3111,Ahmed,Johnson,student2111@university.com,Male,21,Business,98.0,97.34,83.38,53.5,64.69,5.66,61.84,56.66,A,8.6,No,Yes,Bachelor's,Low,6,5.7,High Performer
S3112,Emma,Smith,student2112@university.com,Male,19,Business,88.4,64.75,78.71,73.81,97.65,5.72,56.84,64.74,B,26.1,No,Yes,,High,8,8.9,Average Performer
S3113,Ali,Williams,student2113@university.com,Male,18,CS,60.4,89.24,79.62,95.98,93.83,7.02,78.81,95.2,B,20.3,No,Yes,Master's,High,1,8.9,Average Performer
S3114,Ahmed,Smith,student2114@university.com,Male,19,CS,69.21,72.6,72.58,74.38,62.04,0.83,65.29,70.57,B,26.4,Yes,Yes,Master's,Low,1,7.5,Average Performer
S3115,Emma,Smith,student2115@university.com,Female,19,CS,77.2,70.71,68.17,53.18,74.46,7.47,73.36,89.67,C,18.3,No,Yes,,Low,1,5.9,Average Performer
S3116,Ahmed,Johnson,student2116@university.com,Female,21,Business,80.65,43.3,58.98,61.46,53.5,1.44,91.0,60.15,D,13.2,No,Yes,Bachelor's,Low,4,7.8,Needs Improvement
S3117,Maria,Williams,student2117@university.com,Female,18,CS,73.41,74.44,75.53,78.93,97.67,0.26,76.03,74.68,B,27.4,Yes,Yes,Bachelor's,Low,2,7.4,Average Performer
S3118,Ali,Jones,student2118@university.com,Male,20,CS,90.51,94.03,75.05,54.39,78.64,5.19,75.79,56.37,B,26.9,No,Yes,High School,Medium,7,6.7,Average Performer
S3119,Liam,Jones,student2119@university.com,Male,24,Engineering,88.38,86.81,79.9,71.18,62.26,5.81,63.91,70.64,B,11.7,No,No,PhD,High,4,4.7,Average Performer
S3120,Liam,Brown,student2120@university.com,Male,19,Engineering,,87.18,83.45,66.45,64.62,0.35,89.64,63.11,A,23.6,No,Yes,Master's,Medium,7,8.7,High Performer
S3121,Maria,Davis,student2121@university.com,Female,18,Engineering,92.72,49.6,80.54,90.76,99.03,5.15,86.99,77.47,A,7.3,No,Yes,High School,Medium,10,5.2,High Performer
S3122,Omar,Smith,student2122@university.com,Male,20,Engineering,87.55,61.51,70.95,55.51,80.78,5.35,61.71,89.02,B,7.1,Yes,Yes,,Low,2,6.0,Average Performer
S3123,Ali,Brown,student2123@university.com,Female,24,CS,,53.99,68.31,84.14,71.03,0.52,66.0,96.92,C,17.8,No,Yes,High School,Medium,3,5.7,Average Performer
S3124,Sara,Johnson,student2124@university.com,Male,19,Engineering,97.82,58.95,75.36,70.33,74.99,7.12,89.43,64.19,B,5.9,No,Yes,Master's,Medium,1,4.8,Average Performer
S3125,Emma,Jones,student2125@university.com,Female,18,Engineering,63.32,74.77,70.92,79.39,54.93,2.1,67.89,87.16,B,15.8,Yes,Yes,,Medium,9,4.1,Average Performer
S3126,Ali,Smith,student2126@university.com,Male,24,Mathematics,,61.89,60.96,60.28,53.75,7.94,70.18,94.28,C,24.8,No,Yes,,Medium,6,8.6,Average Performer
S3127,Omar,Johnson,student2127@university.com,Female,21,CS,,73.64,79.88,80.49,79.64,3.11,68.22,56.24,B,27.2,No,Yes,High School,High,10,7.7,Average Performer
S3128,Omar,Davis,student2128@university.com,Male,23,Business,88.61,66.31,80.02,83.7,75.6,4.78,58.08,79.3,A,11.4,Yes,Yes,Master's,Medium,10,4.1,High Performer
S3129,Maria,Johnson,student2129@university.com,Male,23,Engineering,96.33,57.2,71.97,53.51,67.96,8.92,67.04,80.59,B,6.9,No,Yes,,Low,7,7.4,Average Performer
S3130,Ahmed,Smith,student2130@university.com,Female,19,CS,53.16,45.72,63.26,91.22,78.31,8.06,90.15,63.62,C,20.8,Yes,Yes,High School,Low,4,4.6,Average Performer
S3131,Ali,Davis,student2131@university.com,Female,19,Business,,93.51,82.16,93.06,53.63,7.82,74.55,51.13,A,11.6,Yes,Yes,Bachelor's,Low,4,7.6,High Performer
S3132,Emma,Johnson,student2132@university.com,Male,24,CS,57.23,40.68,58.64,53.18,97.2,1.6,72.91,62.84,D,5.6,No,Yes,,Low,10,6.5,Needs Improvement
S3133,Ali,Davis,student2133@university.com,Female,18,Mathematics,75.19,40.1,64.1,80.16,64.69,0.48,57.82,79.24,C,8.3,No,Yes,PhD,Low,10,8.9,Average Performer
S3134,John,Smith,student2134@university.com,Male,23,Business,,89.61,77.0,79.7,53.59,6.06,58.88,59.82,B,28.5,Yes,Yes,PhD,Medium,8,6.2,Average Performer
S3135,Ahmed,Smith,student2135@university.com,Female,19,CS,56.4,99.81,69.03,50.62,58.48,4.11,52.15,64.37,C,26.9,Yes,No,High School,Low,1,7.7,Average Performer
S3136,Emma,Davis,student2136@university.com,Male,20,CS,50.61,83.63,66.4,67.12,54.77,9.09,50.7,85.4,C,25.7,No,No,PhD,Medium,7,4.2,Average Performer
S3137,Liam,Williams,student2137@university.com,Female,19,CS,81.51,40.92,71.95,98.45,58.93,3.5,74.4,69.92,B,13.5,Yes,No,,Low,4,8.7,Average Performer
S3138,Emma,Brown,student2138@university.com,Male,23,CS,67.95,53.6,61.61,77.77,70.84,4.11,70.46,53.27,C,22.9,Yes,Yes,Bachelor's,Medium,4,6.8,Average Performer
S3139,Sara,Johnson,student2139@university.com,Male,22,CS,55.26,98.31,78.95,96.66,86.9,5.26,63.77,69.96,B,28.9,No,Yes,PhD,High,8,5.6,Average Performer
S3140,Maria,Johnson,student2140@university.com,Male,23,CS,66.14,88.52,77.62,83.78,63.62,7.96,99.5,99.99,B,19.2,No,Yes,PhD,Medium,6,4.6,Average Performer
S3141,Sara,Williams,student2141@university.com,Female,20,Engineering,58.45,74.01,64.65,51.42,71.8,2.68,69.9,63.05,C,13.3,No,Yes,,Medium,5,7.2,Average Performer
S3142,Emma,Williams,student2142@university.com,Male,18,CS,97.08,54.21,73.86,53.89,96.44,9.42,89.44,63.26,B,25.0,No,Yes,,Medium,9,7.7,Average Performer
S3143,Ahmed,Williams,student2143@university.com,Female,20,Business,,40.86,64.69,86.11,64.79,5.4,60.53,58.49,C,15.8,Yes,Yes,High School,Low,2,4.4,Average Performer
S3144,Ali,Jones,student2144@university.com,Female,22,Business,66.7,41.25,62.78,77.73,89.74,8.41,62.35,63.58,C,19.4,No,Yes,,Low,7,4.8,Average Performer
S3145,Liam,Jones,student2145@university.com,Female,22,Engineering,91.99,76.72,78.87,56.36,57.89,5.26,78.42,78.74,B,18.5,No,Yes,,High,2,5.9,Average Performer
S3146,Ali,Davis,student2146@university.com,Male,19,Business,,41.31,57.35,80.7,58.92,7.72,50.2,98.23,D,10.4,No,No,Bachelor's,Medium,5,8.3,Needs Improvement
S3147,Ahmed,Jones,student2147@university.com,Female,19,CS,85.51,99.62,83.92,,72.81,0.51,50.87,80.38,A,5.0,Yes,Yes,High School,Low,3,8.9,High Performer
S3148,Emma,Smith,student2148@university.com,Female,23,CS,,51.0,67.04,87.65,61.71,7.99,57.11,70.49,C,30.0,No,Yes,High School,Low,9,7.7,Average Performer
